,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
cell_967,-1.6734,-1.8792934,-1.6905124,1.0788319,1.1837472,-1.5153751,0.120520666,1.4563311,-1.1015804,0.36467195,0.4468115,-0.19449216,2.1009898,-1.582513,-1.4184523,0.52634096,-0.27169502,-0.7476597,-1.8792934,0.068519235,-1.4261384,-0.15712857,-0.5601839,1.7839218,-0.601574,0.70177007,1.439571,-0.29408592,-1.8792934,-1.0692925,1.6100749,-0.771431,1.5349414,-1.5939319,1.3066264,1.7058988,0.6112064,-1.8648583,-0.14020018,-1.8792934,1.9259284,-1.0705647,-1.2110989,1.4324722,0.6754904,-0.13750672,-0.71183676,-0.88725007,1.8313398,-1.2890629,-0.030667186,-0.36526084,-1.2520583,-1.8792934,0.9778986,-0.99829674,-1.7093352,-0.44581646,-1.8792934,-0.37085077,-1.1423769,-0.27073616,0.6907824,-0.6961483,-0.45631647,0.18787017,0.40573817,-1.8792934,-1.1599317,-1.5998185,0.57011545,-0.9073132,0.928579,-0.49652985,1.4260116,-0.50466263,0.39188275,1.369833,-1.5681082,-1.3799353,0.32108313,0.88474524,-0.2849413,-1.5756719,-1.8792934,2.124435,-0.9449117,0.17188713,2.185324,-1.2418565,-1.0648882,-0.52122474,0.8543361,1.434012,-0.9144719,1.1535702,-1.131618,0.40447843,0.9800321,-1.6081434
cell_968,-0.36179742,-0.8438387,1.591741,-0.024033435,-1.4286922,0.10924348,-0.43777734,1.2468568,1.7909611,0.12722948,0.46276203,-1.8792934,-0.2645689,1.7815468,0.8415314,-0.83522284,0.9106896,1.003444,0.13456297,-0.7384327,-0.14216688,2.0637896,1.0555663,1.4520605,0.899946,0.7184954,0.9870067,-0.27287215,1.0122557,-0.25336638,1.3963038,-0.47287807,0.28164127,-1.6268456,-1.6034762,0.3008174,-1.0229846,0.8750227,1.6003294,0.30978954,1.2022909,-0.7629973,2.089916,1.6360097,-1.8792934,-1.5283687,-0.98420507,-1.5399997,0.040935993,-0.123340786,-0.6545824,-1.2458252,2.7075083,-1.1150569,0.3974811,-0.0207915,-0.77365434,1.5915654,-0.6915479,0.51956457,0.2047148,-1.8792934,0.7398191,1.6875608,0.7565642,-0.96795756,0.5338508,0.86541235,-0.09144735,-1.1008759,-0.50325465,1.2859565,-1.0384536,-0.8324066,0.22545934,1.2165445,-1.1128993,-0.11504334,0.63515615,-0.764678,-1.8792934,0.17764765,1.1859696,-1.6228248,-0.7635728,2.0590372,1.5713849,-1.1642495,0.16819254,0.39988643,-1.0168433,2.0433092,1.380993,0.04637277,-1.7317331,0.4476159,1.5025364,0.99119663,-1.8792934,0.15513672
cell_969,-0.01969105,0.10828316,0.09174854,0.4793538,-0.0068911314,-1.3737493,-0.7686565,1.3808925,-0.022866681,0.30696526,0.21111321,-0.31640577,-0.3072117,1.009609,1.7360959,-0.85849655,0.5944437,-0.33960536,-0.35028267,-1.8379195,1.531645,-0.8149425,1.0179467,-0.14247179,-0.0379961,-1.1452768,-1.1024785,1.4043043,1.1931356,1.4327506,1.6873184,-0.9144918,0.11912492,1.308679,0.6428308,-1.1959363,-1.8792934,1.0454681,1.244219,1.9146702,-0.70859253,1.1184237,1.3364491,1.0139813,0.9503875,0.19072261,0.6110091,0.98253167,2.4434893,-0.7980968,-0.9069751,-0.56423235,-0.37364152,-0.9829947,-0.15435937,0.73406935,-1.8276516,0.11830764,0.29477313,1.7403497,0.9038341,0.19911456,-1.2245582,-1.6279624,-0.8904043,-0.25650132,-0.29917854,-0.5353993,0.84455186,0.07409236,0.85054314,-1.0159308,0.7348299,0.4121692,0.27743626,1.1902078,0.082710914,-1.6166267,-0.9462904,0.22223192,-1.3353018,-0.78008986,0.9173652,0.5752121,0.55224305,0.7186588,1.1181056,-0.111900106,-1.7391906,0.37420818,1.3461859,-0.49438846,0.5993737,2.0653992,0.03282022,-0.29645196,1.3593808,-1.8792934,-1.8792934,1.3026187
cell_970,-0.6708705,-0.54954004,0.9409722,0.6190749,0.5081411,-1.3705921,-1.0455188,0.9398371,0.6035663,0.25680923,0.43049243,0.34059727,-0.04841169,0.8535415,1.6063352,-0.6455241,1.3921635,-0.7597093,-0.11005292,-1.2450976,1.0049727,-0.05726792,2.0876973,-0.63769025,0.5838679,-1.3367231,-0.8927526,0.93306977,1.6276994,1.2734349,1.7365867,-1.1801252,0.537554,0.83916116,1.1742454,-1.6962465,-1.6041385,1.4830513,0.7316416,1.7933149,0.114752434,0.6851501,1.5138371,1.5440271,0.7227339,-0.08761747,0.41099876,0.58161336,1.6664375,-0.094031334,-0.49119416,-1.1685878,-0.4101627,-1.606513,-0.1980406,-0.85508424,-1.5324211,0.3511216,0.22050506,1.2853777,0.6901225,-0.63024175,-0.89668506,-1.7727351,-1.1523256,-1.0743666,0.9590429,-0.04982067,0.8710676,0.41238064,0.33172196,-0.5137632,1.1266422,0.6027373,0.82131344,0.99920684,0.26465902,-1.6993846,-1.2850153,0.12664166,-1.8304431,-0.6998381,1.425492,1.2632048,1.0275133,1.3180902,1.6959935,-0.44241393,-0.56914234,-0.48480195,0.88690794,-0.016457245,1.1128583,2.601777,0.25537857,-0.476378,1.434826,-1.4932545,-1.373407,1.3153913
cell_971,-1.2167965,-0.8781494,0.608984,1.1335373,0.19453335,-0.6557971,-0.8105749,0.27808642,-1.1801851,0.530937,-0.048408642,0.42589834,1.0522846,0.3122358,1.1773405,-0.45878434,0.9956373,-0.6049656,-0.6243248,-1.8792934,1.6070498,1.0895969,1.0203509,-1.0080488,-0.38124108,-1.5284935,-0.5705143,1.2347455,0.30440795,0.7437017,1.425916,-0.9661332,1.1013161,0.24704528,0.57769555,-1.4874147,-0.7621815,1.2394465,0.97290856,1.3951209,-0.02306649,0.7284796,0.83623284,1.0292786,0.6303866,-0.001274718,0.39783296,0.2661242,1.0554451,-0.68852997,-1.4897838,-0.29828012,-0.25619972,-1.7665601,-0.7231062,0.60908526,-0.0052754283,1.1252296,-0.5079001,1.2679397,-0.9082862,-0.070285924,-1.1438918,-0.6127767,-1.1117815,-0.23518932,1.232549,1.255142,-0.41495085,0.46571803,-0.6352742,0.07162732,0.03972888,1.8291253,1.9833244,0.56891704,0.40174335,-1.620984,-1.243912,0.071331024,-1.0801888,-0.5393246,0.88887703,0.73847866,0.25742194,1.5539235,1.3793198,0.07962553,-0.5389285,-0.8609711,0.7336513,0.7389236,1.960575,2.2325635,-0.484345,-0.5626807,0.96155006,-1.2276498,-0.726333,0.90391123
cell_972,0.99722224,-0.45827654,1.1426485,-0.82432073,-0.32115942,-0.94033,-1.0655289,1.2164476,-0.18839318,0.21390125,-0.28183421,-1.5183358,-0.83266723,-1.0464401,-0.6198856,1.511725,0.6875142,1.3304186,1.2249588,-0.21941715,2.1986744,-0.52360016,1.5062128,-0.3019646,1.6534085,-1.7294158,-1.3857472,0.9343252,-0.13848445,0.49116194,0.90951335,0.39886534,-1.6062527,-0.7733946,0.37637728,-0.77831364,-1.5523423,0.06883213,-0.28471032,0.5803282,1.0913831,-0.81707436,-0.8587271,0.88954014,0.42196617,-1.7446496,0.8461427,-1.2781638,0.7691419,0.7198193,1.5352044,-1.8792934,1.2732735,-1.2869617,-1.8280381,0.43564007,-0.7401696,1.1256784,-1.7972178,1.7843075,-0.27989978,-1.589536,0.031166881,-1.3417876,-0.2956944,0.2799824,0.82986724,-1.6932482,0.638378,0.55720973,1.0674094,-1.3129137,1.9149656,-1.0209982,1.4889107,1.4387664,-0.965281,-1.3350062,-1.4576308,0.6799855,-1.6772236,-0.717665,0.85531485,0.3994692,0.010927796,0.91397434,0.49348503,-1.5977274,-0.4406775,1.1171285,0.80558795,0.70623374,2.271658,0.57014596,0.23563601,-1.8049122,-1.0995272,-1.8792934,-0.016637485,1.2535625
cell_973,-0.868357,-1.6133798,0.28742528,0.6591942,-1.2670226,-1.1515489,0.56248176,1.3592682,0.57859755,0.87169147,0.23783623,-1.8792934,0.58797866,1.6477419,1.0786883,0.47012246,2.4913507,1.3629906,0.9830247,-1.7469769,-0.6854218,0.87895703,0.56850165,1.1372832,2.001721,0.9121145,1.6582036,-0.8331023,1.2017163,-1.1545198,1.0053408,-1.7859464,1.8490732,-1.2394755,0.4340196,0.52256256,-0.20801806,0.9902958,0.79399645,1.165257,1.1669643,-0.8236364,1.455539,1.8902919,-1.570177,-1.8792934,-0.2952117,-0.36110646,0.6085289,0.0678488,-1.538394,-1.5576074,1.3275476,-1.2977988,0.8507883,-0.979933,-1.4560525,0.669591,-1.134183,0.6592235,1.1039654,-1.2464758,-0.74660885,0.9687414,0.81563246,-1.4180126,0.5596707,0.79960895,-0.40145394,-0.56978154,0.77312326,1.8848636,-0.15612248,-1.166289,0.116522074,0.07916104,-1.1839625,0.1533301,0.41210938,-1.4509052,-1.5282314,-0.6254901,1.2283795,-1.0173233,-1.8792934,1.3590622,1.9812468,-1.6958658,0.78458774,1.0677404,-1.1663263,1.4230094,0.8776415,0.6778808,-0.82526547,0.18342307,1.5146425,-0.5789006,-1.8792934,-0.6956458
cell_974,1.8791889,0.9501101,-1.2808466,1.2259443,0.9382303,-1.7424505,-1.8792934,3.047343,-0.25137025,-0.9392544,0.76923484,-1.2885134,0.08170548,1.0091928,-0.89329076,-1.0800681,-1.5538011,-1.1047585,-0.45903707,0.9906908,-1.7229711,-1.7984235,0.59560156,1.5221483,-1.2059432,1.3422257,-1.2464987,-0.615865,-1.7162743,2.1711388,1.6849236,-1.4254282,-1.581733,1.7091564,1.1979022,0.9886552,-1.6431508,0.61013836,-1.3658584,0.16941144,-1.7721009,1.1219672,0.5217106,-0.045657933,-0.5803063,0.7565519,0.40472066,0.31657764,1.5444169,-1.1767675,2.1619253,-1.6923816,-0.9524801,-0.66657555,-1.6770141,-0.1436393,-1.2603861,1.7051319,-1.6423388,-0.30654764,2.5661387,-1.8792934,1.1462928,-0.32305393,1.7119355,-0.72448593,-1.0031506,-1.5518626,1.3980806,-0.62155765,2.5844011,0.9189681,-0.42674372,0.95665914,-0.5308125,1.0850289,1.7637036,-1.1798065,0.88399464,-0.81320596,-1.4575467,0.5149816,0.45367256,1.1809678,0.487555,-0.21298498,0.52894396,-0.39342368,-1.1111473,-1.7588563,2.1000385,-1.8792934,-0.17547518,-0.6812589,-0.5705686,0.65077084,1.0112535,0.36817008,0.97964525,0.9465543
cell_975,1.2784683,0.72691876,-0.24945179,-1.0115288,-0.035452727,-0.8180362,-1.0537504,1.4595546,-0.64072305,-0.50947595,-1.311108,-1.5826104,-0.85379905,-1.5594802,-0.7106397,1.7313079,1.0148152,0.8563183,1.8696148,0.21298432,1.7507458,-1.8792934,2.0131822,-0.4735605,1.8697363,-1.8792934,-1.8792934,0.75078475,0.6845469,2.0955174,1.3842539,-0.52222514,-0.61127275,0.15234497,1.1967082,-1.3085831,-1.4942847,-1.1640406,-0.43890074,1.5424454,1.1941993,-0.8985473,-0.5410383,1.013799,1.0427938,-0.20672357,0.765345,-0.8240668,1.6303487,0.56384456,1.1524706,-1.8792934,1.0796171,-1.4680084,-1.3746315,-1.0427597,-1.1981127,1.2399814,0.20629555,2.1154675,0.8927137,-1.3642263,-0.36822715,-1.8792934,-0.9050928,-0.7972953,1.0024576,-1.8792934,1.5309643,-0.15363973,1.0545957,-1.0615879,1.877742,0.046302915,0.37980768,1.2986004,-1.338589,-1.8017416,-1.136666,1.0588328,-1.0998224,-1.2682968,1.4077444,1.2409238,0.26524812,0.31335422,1.5218226,-0.53432894,-0.9228113,1.0273412,1.1175722,0.4741882,1.7416317,1.8308742,0.8531955,-1.6913214,-0.7733769,-1.8792934,-0.7063558,2.2437978
cell_976,-0.5030546,-1.8792934,1.0301161,-0.03262353,-1.8792934,-1.8792934,-0.29372722,0.91541934,-0.13065854,2.9272163,0.3215753,-1.8792934,1.50985,-0.06831688,1.529259,0.18682706,2.1553147,1.8624322,0.27004796,-0.87638617,-0.3016787,2.5459213,-0.07543555,1.2512023,1.47699,1.520067,1.9273582,-1.4678686,-0.2970781,-1.8792934,0.061590035,-0.63133574,2.2119467,-1.7714734,0.10138277,0.29438978,-0.17608184,0.32237595,-0.17151937,0.25004137,0.14481235,-1.1573077,0.8152107,1.655319,-1.8792934,-1.8792934,-0.18740737,-0.4987116,0.3752977,0.9117838,-1.7274233,-0.7504432,0.33067182,-1.7402148,1.0837151,-0.43876886,-1.2063376,2.0706024,-1.8792934,-0.13763374,0.17754324,-1.8792934,-0.5076895,1.3806053,0.572975,-0.21869919,1.1341535,0.36683375,-0.9380206,0.034116946,0.39153817,1.8095562,0.03207268,-1.4962046,1.8128445,-0.64886075,-1.6632719,0.7913382,-0.28206655,-1.8792934,-0.55332583,0.1697138,1.6613071,-0.74438155,-1.8792934,2.3776004,2.1213102,-1.8792934,1.6618446,-0.08952792,-1.8792934,1.4644939,2.201712,-0.19903877,-1.1178174,-0.63639766,1.0318699,-0.51236016,-0.38332504,-0.8632432
cell_977,-1.0809605,-0.9201133,0.86746794,-0.15211976,-0.9666618,-1.3346002,0.37329614,2.5081816,1.9802964,-0.44710088,0.680256,-1.8792934,-1.3284272,1.4782921,1.8365,-0.7628261,1.5897769,0.54001546,1.0006262,-0.6427526,-0.8630207,-0.40835917,2.1534493,0.25449005,2.703513,0.3930434,0.6026362,-0.7949756,1.9745098,0.93480945,1.3954874,-1.0867263,0.39145648,-1.5638659,-0.46500975,0.73909646,-1.7345474,-0.17087473,2.103286,1.9125093,0.45453653,-1.352917,2.1167648,2.1907613,-0.5599073,-1.558303,-0.7424135,-0.8514651,1.1684074,1.018184,-1.4590776,-1.8792934,1.2591548,-1.8792934,0.9612291,-1.7600973,-1.8792934,0.49581954,-0.3910759,0.871818,1.9737357,-1.8792934,0.5524316,0.16427469,1.0140136,-0.9802291,0.46589738,-1.1134787,-0.42475215,-1.6871676,0.17621484,1.478156,-1.205437,-1.6118927,0.3573888,1.358628,-1.7248225,-0.3762104,0.10468043,-1.6272168,-1.556957,0.3227252,1.2342235,-1.1551942,-0.44624144,2.5662029,1.3831259,-1.461467,0.41563684,1.357106,-1.6225562,1.4052652,1.4216443,2.1350842,-1.6476038,0.18177238,0.8064523,-1.030129,-1.8792934,-0.7999561
cell_978,1.6541088,1.088472,-1.8074758,1.0788959,0.43357846,-1.8792934,-1.8792934,2.362205,-1.0095632,-0.0052187257,0.5153234,-1.8792934,1.4507749,-0.118821755,-0.9519821,-1.2891728,0.023225963,-1.6875309,-0.419744,0.13676375,-1.2750684,-1.8792934,0.3209319,1.4648553,-1.5974876,1.3382648,-0.19240883,-1.4794722,-1.8792934,1.1418706,1.0849745,-1.1933708,-0.7054436,1.0143843,0.3049479,1.2539074,-0.45793366,0.08808437,-1.5038937,-0.20859365,-1.5722027,1.0108584,0.6599536,0.6926619,-0.14135556,0.6377884,1.1284245,1.1212763,0.46830407,-1.4773165,1.5677104,-1.2037233,-1.2272922,-0.57234985,-1.735987,-1.1447965,-1.2008413,1.2189176,-1.8792934,-0.6237133,2.1106265,-1.8792934,1.7149668,0.5274202,1.252354,-1.4064445,-1.1867481,-0.71676004,1.5641285,-0.3432008,2.237714,0.68674046,-0.6591273,0.8250183,-0.68780917,0.061703313,1.8976979,-1.7954403,0.7693571,-1.5406133,-1.6290438,0.5318719,0.6128797,1.6994323,-0.18890184,-0.15169437,-0.30265334,-0.41170734,-0.54028744,-1.7875564,1.4271294,-1.1149108,-0.43326545,-0.15952855,-1.2355452,0.935933,1.4720643,-0.17797095,1.8368424,0.7857168
cell_979,1.5689605,2.3874717,-1.0535394,1.0641906,0.016018808,-1.8792934,-1.8792934,2.3434374,-0.3578353,-1.0055407,1.1092752,-1.5945662,0.6047194,-0.10131711,-0.4632187,-1.7365509,-0.6473844,-1.4977013,-0.12062615,0.47994295,-1.4670941,-1.8792934,0.120928526,1.8703642,-1.2560135,1.1153399,-0.6599509,-1.1781716,-1.5832139,1.7254758,0.7360372,-1.8792934,-1.0640519,1.3692116,-0.24998635,0.7093565,-0.76090133,0.4708545,-0.9107324,-0.007298477,-1.8101103,1.106523,0.23015663,-0.03474534,-0.2718365,0.5362228,0.40154502,0.6086152,0.98240024,-0.97824574,2.1147857,-1.7912452,-0.5223852,-0.81507504,-1.8792934,-0.729691,-0.91384685,1.7759508,-1.5116744,-0.37587628,1.6058975,-1.8792934,0.70738333,0.339599,1.3695397,-1.1836178,-0.5582469,-0.43755785,1.3288445,-0.34745976,1.3418906,0.9475152,-0.98353213,0.33597878,-0.98886865,-0.036164075,2.332887,-1.2807555,0.6580945,-0.41730124,-1.8517083,1.4839456,1.1447905,0.5971905,0.72582215,-0.3626157,0.4035821,0.011134982,0.05020374,-1.6855178,1.0828264,-1.8792934,-0.3792546,-0.26178855,-0.6677983,0.48716936,1.4345347,0.4522281,1.0552646,1.0570323
cell_980,2.464615,-1.8792934,1.4240975,-1.6836334,-0.7875482,-0.7198696,-1.8792934,2.77386,-0.96674407,-0.027764376,0.64963555,-1.2845345,-1.5595281,-0.28777125,-0.45207784,-0.030604389,-0.9804445,2.352839,3.062494,0.5974622,1.1009328,-0.14833164,1.5299902,0.26731855,2.4655948,-1.2425423,-0.47117814,0.5627133,-0.41026273,0.9677599,0.8172759,2.3298035,-0.27229452,-1.8792934,0.0021598488,-0.30068898,-1.8792934,-0.068437636,-0.683317,1.4672078,-0.5514524,-1.8792934,-0.17967227,1.8549048,0.68954635,-1.7225133,-1.2537457,-0.8719755,0.5135581,1.0468565,0.43503904,-1.8792934,1.6223336,-1.8792934,-0.6843228,0.8774554,-0.6611021,3.0985017,-1.1541177,1.6479263,0.776037,-1.8792934,-1.2139896,0.36366558,-0.8545294,1.8391086,0.11882926,-1.8792934,1.1210006,0.3759955,1.518592,-0.8865732,0.04415852,-0.3078165,3.5223646,2.1438723,-0.6880796,-1.2567868,-1.1600268,0.76512873,-0.70945126,-0.1471363,1.9432944,1.2472792,-0.19466272,1.2521682,1.0459118,-1.4657528,0.009452939,0.9545131,0.7098223,1.8000891,3.0919802,0.4752523,-0.7211735,-0.94111675,-0.9467936,-0.7563909,-0.20005739,0.13863936
cell_981,0.022997662,-1.8333594,1.3474847,-0.40686917,-0.77437145,-1.2289256,0.35322773,1.5542907,0.8242704,1.3400108,0.18205465,-1.8792934,0.5432224,1.3156657,0.23957576,0.52985567,1.9409801,1.4625262,0.20678392,-0.67977345,-1.1326568,0.8307604,0.808869,1.0548999,1.6461316,1.3553989,1.948524,-0.6228807,0.46517175,-0.07036036,1.9975578,0.036392733,1.4590738,-1.8792934,-0.88379836,1.139987,-1.2401093,0.7491179,0.7305378,0.8441428,1.4702147,-1.8321353,1.6367445,1.8147477,-1.4625567,-1.1301446,-1.5432855,-0.40265852,0.60243535,0.49906352,-0.66271514,-0.6591823,1.3684665,-1.1069753,1.9197775,-1.2639723,-1.8671116,0.5922947,-0.6229158,0.19908276,0.92439735,-1.3528304,-0.52478755,1.5735468,0.028872728,-1.2732228,-0.0882965,-0.20730782,-0.07998803,-0.4645724,0.30324018,1.438734,-0.7365694,-1.8792934,0.32325754,1.4725604,-0.5895897,0.8582572,0.64033747,-1.2052231,-0.9251969,-0.42299274,0.8116027,-1.5605395,-1.8792934,2.352189,1.4870352,-1.8792934,2.3050258,0.890225,-1.5926476,1.2426844,2.1221664,-0.1627957,-1.38971,0.52894044,1.0204922,0.64974964,-1.5076771,-0.8656282
cell_982,-0.82122785,0.32540476,-0.6123495,0.881236,1.5963928,-0.79569256,-0.26125565,0.5819482,-0.15117371,0.52082133,0.015594602,0.51058996,0.6873477,1.2578871,1.9648268,-0.97179496,1.1659946,-1.2849464,-0.79771185,-1.8792934,1.8706726,-0.06818569,0.7784735,-0.7855757,-0.008945465,-1.8792934,-1.2141079,0.5337235,0.6850535,1.2994679,1.8374658,-1.1830994,0.113229305,0.8647624,0.50703883,-1.8792934,-1.1796521,0.5972566,1.1712812,1.5492312,-0.6775919,1.8771158,0.65360093,0.72362244,-0.088938504,0.8385562,0.83497524,1.4524676,1.7352366,-1.2017089,-1.4240991,-0.48331955,-0.89892644,-0.9098086,-0.43832767,0.4130183,-1.0657421,0.15769142,0.87934846,1.7071668,-0.7012367,0.07287577,-0.5130737,-1.7626116,-1.3944566,-1.4592228,0.8776657,0.007195942,-0.041165352,0.66025186,0.39916477,-0.67779696,1.39622,0.87944984,-0.06089828,0.7481515,-0.09850603,-1.2466025,-0.98019636,0.9137681,-1.3158729,-0.88723475,0.31804413,0.4594229,0.75821656,0.47622097,1.1483767,0.9576336,-0.89962155,-0.5968705,1.1463901,0.15602277,1.0430384,1.4486417,-0.26359084,-0.3308862,1.1049536,-1.6284584,-1.0784332,1.1722329
cell_983,1.9392139,2.0564609,-1.8792934,1.7759392,-0.51895666,-1.7269398,-1.5081594,2.4415376,-0.5374643,-0.8518352,0.41414386,-1.7789994,0.8027497,-0.4157205,-0.189281,-1.8792934,-0.89750254,-1.8525634,-0.31026074,0.86516607,-1.5664821,-1.8792934,0.96722984,0.27873373,-0.88671225,1.1439308,-0.4473614,-0.7314129,-1.3928244,1.3987615,0.9804591,-1.8792934,-1.1729915,0.8695289,-0.3812122,1.1272359,0.123571664,-0.31133398,-0.9452623,-0.7125152,-1.8792934,2.2904797,0.34716958,-0.58984727,-0.9135274,0.84891367,1.3898607,-0.0004804656,-0.592703,-0.42084283,1.4831005,-1.8135434,-0.9851342,-0.78914714,-1.8792934,-0.20358223,-0.73739856,0.617493,-1.8792934,0.13151342,1.061728,-1.8792934,1.6450629,0.7550147,2.2132955,-1.8792934,-0.22995509,-0.3637251,0.25687367,-0.018704057,1.1300412,1.2608085,-1.4301583,0.79621786,-0.853024,-0.81947106,1.5721815,-1.8693749,0.31005916,-0.88988745,-1.8792934,2.0626626,-0.34420028,1.0674144,1.1394765,-0.57875293,0.7735466,-0.19911355,-0.150312,-1.8792934,1.0144458,-1.0075461,-0.056117535,-0.43448302,-0.76055825,0.73499274,1.5460265,0.31024274,2.104455,0.62142956
cell_984,-0.4937282,0.32615095,0.038194537,0.680503,0.59817564,-1.0538235,-1.0990202,0.7298529,-1.3078518,0.49674082,0.56735194,0.7082101,0.77258396,0.88578016,1.1572235,-0.85002005,0.5321569,-0.48473805,0.22338296,-1.8792934,1.8512757,0.36004603,1.2360448,-0.9844455,0.025648884,-1.2062385,-1.562345,0.91214234,1.1848096,1.2935352,1.5538331,-0.37617764,0.7620457,1.0532928,1.0136348,-1.3850052,-1.8792934,1.3374312,0.984882,1.8001118,-0.4708536,0.87676823,1.2130399,1.3880863,0.78557146,-0.43404433,0.97122705,1.4831632,1.9663022,-0.9096735,-1.2987221,-0.5765464,-0.69881094,-1.8792934,0.016389549,0.39610368,-0.93393946,1.1031393,0.3507179,1.6046969,-0.56645334,0.30191097,-1.273362,-1.8792934,-1.0856621,-0.22558114,0.019722253,0.48463145,1.2117901,0.30509192,1.2646005,-0.78380984,1.0201265,0.52421373,1.3836961,1.6474997,0.36229986,-1.670559,-1.4731848,1.2482674,-1.4835299,-1.1616168,0.8466836,0.99494576,0.3927207,0.99737144,1.1612461,0.054051988,-0.9176555,-0.40258408,1.3485079,-0.4149742,1.0008733,1.3689209,-0.9537039,-0.60757583,0.9240465,-1.8119653,-1.1831639,1.014105
cell_985,-1.8792934,-1.1917046,1.3076258,1.2929627,0.9193398,-1.8792934,-0.8473267,-0.87539124,-1.8521197,2.350483,-0.45763752,1.318039,2.3282154,1.0034107,1.1605705,-0.7500431,1.9690567,-0.8304683,-1.178453,-1.8792934,1.8697323,2.8187602,0.33090156,-1.210475,-1.3060644,-1.0726511,-0.5840559,-0.23475477,-1.0129184,-0.6448004,0.91386926,-1.0083653,2.2791638,0.014815778,1.2293433,-1.8792934,-0.18586847,1.955669,1.8938484,1.4505522,-0.20573866,1.4403412,1.4274168,1.7571757,-0.38952652,0.720014,0.061112672,0.62983656,1.0623654,-1.2766951,-1.8792934,0.11178869,-1.0250854,-1.8792934,0.8604009,1.0857022,-1.0309702,-0.2863963,-0.17849194,0.38329357,-1.7460067,0.23815759,-1.8792934,-1.2983506,-1.8792934,-1.0888098,1.8550364,1.1640679,0.71638477,1.2459984,-1.1671971,-0.094116375,1.7288339,1.0397972,1.4410855,-0.17950577,-0.34148473,-1.548783,-1.5396208,0.39980072,-0.98065615,-1.1244183,-0.23044509,0.028297424,-0.20126005,1.9304678,0.68652177,-0.9912804,0.9692441,-1.8561151,0.9078889,0.58438826,1.3860261,0.40749365,-1.3014889,-0.26522577,1.3674784,-1.4011303,-0.78964376,1.0304099
cell_986,-0.21678607,-0.47228664,-0.26308393,0.27540883,1.0137464,-1.6316508,-0.93684,-0.13252169,-0.91888857,1.4844927,-1.1534545,-0.64579964,1.458219,-0.10782852,-0.27042902,0.5752489,1.6138381,-0.74023914,-0.41381022,-1.1143543,1.7393076,0.5255838,0.3348456,0.07053922,-0.10881657,-0.8041667,-1.531775,0.271854,-0.6199827,-0.17012137,1.0401468,-0.8216633,1.043287,-0.013929114,0.7468958,-1.7132978,-0.93252194,1.0962585,-0.1835321,0.6884478,0.30344313,0.8119428,0.04033208,1.0030887,-0.6469785,-0.34207815,1.1095607,0.49334776,1.1123891,-0.99244237,-0.42847434,-0.22283587,0.29968387,-0.83573914,0.49101138,0.18028682,-0.80877745,-0.08330393,-0.7271137,1.296201,-0.6075734,-0.14334449,-0.068104684,-1.7178739,-1.633828,-1.3548849,0.9362911,0.18302894,0.5225524,0.5271938,0.07898499,-0.538529,1.5987796,0.11262375,0.060160443,0.6659465,-0.4745805,-1.4956013,-1.5603648,1.3257309,-1.1919806,-0.7907573,0.17254454,0.51121294,-0.8832872,1.251715,0.6246423,-0.99209166,-0.27502853,-0.6667104,0.21144384,0.25715762,0.8424622,0.97627246,0.0036297143,-0.76142746,0.4959584,-1.8792934,-0.580631,1.0764334
