,importance score
CDRT4,0.0006478684965896628
TVP23C,0.016413109360506016
AC005838.2,4.293522730647142e-05
ZSWIM7,0.003909009935708641
TTC19,0.00011279485314217396
NCOR1,0.003353596537720615
PIGL,0.0060134929570679115
UBB,0.0005079404059295305
TRPV2,0.010252493507577367
SNHG29,0.0018746324487409352
CCDC144A,0.0038035062442147364
MPRIP,0.0007289772550606198
FLCN,0.002846294711122546
COPS3,0.003413579925059881
MED9,0.019513466468658196
PEMT,0.0016972838520628746
RAI1,0.0438044428592069
SREBF1,0.005100400003321735
TOM1L2,0.006247144631820915
ATPAF2,0.0010753571782777171
DRG2,0.007082270282037805
AC087164.1,0.0006027089118595824
ALKBH5,0.0013659573274963379
FLII,0.009801983468161319
TOP3A,0.002603032099980346
SMCR8,0.0002482854078083881
FAM106A,0.0013996223218651546
TVP23B,0.0005535883888972235
PRPSAP2,0.0029955475431541496
GRAP,0.0016966094994617363
AC007952.4,0.000976255348691748
EPN2,0.0011285125377761254
ALDH3A2,0.00113662168917412
ULK2,0.0010043492696116545
AKAP10,0.0004948119092365134
SPECC1,0.0044921251646582346
USP22,0.0013961327333121825
DHRS7B,0.005997016646859857
MAP2K3,0.009377966895118287
MTRNR2L1,0.0018104137352130364
WSB1,0.01789391795969308
KSR1,0.007265639160063998
LGALS9,0.0007399573821238342
LYRM9,0.003301582294131786
NLK,0.001096849067527725
IFT20,0.0020719889338059205
POLDIP2,0.000303068133082098
SARM1,0.005757393828273984
AC005726.1,0.033725223774234925
UNC119,0.000685796458526327
PIGS,0.0017945955521490302
SPAG5-AS1,0.0005775080514061434
KIAA0100,0.0114196290002511
SDF2,0.003982554772828767
SUPT6H,0.003719631080742019
RPL23A,0.0021688235132228217
NEK8,0.0053255237518952635
TRAF4,0.005588335104238063
FAM222B,0.008298017125213487
FLOT2,0.007019648893363921
DHRS13,0.0020918548848827185
PHF12,0.0062018602182633015
PIPOX,0.0013160530640777385
MYO18A,0.001973220642224092
NUFIP2,0.00803830259562166
TAOK1,3.490136681117695e-07
ABHD15,0.00010711460943423473
ABHD15-AS1,0.007303410309286928
TP53I13,0.0015759548898974316
GIT1,0.0008683528895299063
SSH2,0.021758562196464
AC104564.5,0.0006606442642962176
NSRP1,0.006602286347260037
BLMH,0.001557078831928481
CPD,0.00565530316275048
GOSR1,0.0006331425060777116
AC005562.1,0.006870762724136125
CRLF3,0.01334396115501754
ATAD5,0.0017415890935944677
ADAP2,7.314890523791231e-05
RNF135,0.00018938424170688602
NF1,0.009186891499193509
EVI2B,0.0010582515946596946
EVI2A,0.0007988511121867392
RAB11FIP4,0.0251724760391733
UTP6,0.0008528671855645053
SUZ12,0.039609409222897234
LRRC37B,0.0008287988889665777
RHOT1,0.015285291552723386
ZNF207,0.007689282850582863
PSMD11,0.005335509255222215
MYO1D,0.0005566723214253485
CCT6B,0.0017281007531093286
ZNF830,0.0003751912014071032
LIG3,0.012060076754484011
RFFL,0.0024057505308174485
RAD51D,0.0008930328522407453
AC022916.1,0.0032810220816346233
SLFN5,0.009314330412448233
SLFN11,0.0061895403393787424
SLFN13,0.007615256565836883
SLFN12L,0.0018370638152178593
AP2B1,0.0025554965931255634
TAF15,0.001707375451041652
AC015849.3,8.258779740045502e-05
HEATR9,0.004116028816616854
AC015849.1,0.0015898496464687192
CCL5,0.014621966093396287
CCL3,0.03887332417985791
CCL4,0.00016223593387246373
ZNHIT3,0.0013383749647820054
MYO19,0.0004533460916041929
GGNBP2,0.002296025969724517
AATF,0.010587988696058707
ACACA,0.009114215280900485
TADA2A,0.002089314202569673
SYNRG,0.009772952647700804
DDX52,0.00044959619709366487
MRPL45,0.002628809419805425
SOCS7,0.0022923005175192867
MLLT6,0.0010589224292056006
PSMB3,0.002828509926414899
PIP4K2B,0.0006577562003179992
CWC25,0.003037884796237599
RPL23,0.00599768544180488
LASP1,0.0033371353099913618
PLXDC1,0.0076427181655254785
RPL19,0.012457866829155697
FBXL20,0.011620329004209359
MED1,0.010824062963948214
CDK12,0.01318080009612754
STARD3,0.0031856167358098614
PGAP3,0.00754344447468489
MIEN1,0.0005707781555700491
IKZF3,0.0067790677189909845
GSDMB,0.0016915303667043864
ORMDL3,0.0016745970367496093
PSMD3,0.00336929419201779
MED24,0.0013421384129443056
THRA,0.010718192060790012
NR1D1,0.003254792260878111
MSL1,0.0019660764031382222
CASC3,0.003330753304793562
RAPGEFL1,0.00023919127171264092
WIPF2,0.002505345869488626
RARA,0.0031429665125384705
AC080112.4,0.0005311046309969445
CCR7,0.007674586132535211
SMARCE1,0.0010744486487374776
KRT10,0.0016678018300261873
EIF1,0.041865444495958457
JUP,0.0002972460897994562
NT5C3B,0.0031245203982305124
KLHL11,0.0034956831293656955
ACLY,0.0039546731898269655
TTC25,0.002636238542840307
DNAJC7,0.0025780263899101174
NKIRAS2,0.012769704326732785
KAT2A,0.002172577970517878
RAB5C,0.018855370007414732
GHDC,0.0008752092094844249
STAT5B,0.0067536665635648295
STAT5A,0.0037628253694967644
STAT3,0.0013011709688340951
ATP6V0A1,0.001593925393592642
AC067852.3,0.0007870974959107054
NAGLU,0.013208065052221921
COASY,0.0029725585770340687
MLX,0.00016106381902649742
RETREG3,0.008834089296959377
AC100793.3,0.004397086740520718
EZH1,0.00041119900072535256
BECN1,0.0060078468919301815
PSME3,0.0014007861495953671
AARSD1,0.014021448648872888
RUNDC1,1.6726149332123787e-05
RPL27,0.00672005501810571
IFI35,0.007018843275537106
NBR2,0.00426786096662261
NBR1,0.00037394722323076316
TMEM106A,0.009137027857243504
CCDC200,0.0009668976834092364
LINC00910,0.004631841613577215
DHX8,0.005748567214149784
DUSP3,0.00042789106541147573
MPP2,6.34107889334113e-05
LSM12,0.02127809032108862
HDAC5,0.005275067282687545
ASB16-AS1,4.55884664586234e-06
TMUB2,0.0003724011309976141
ATXN7L3,0.0035515303584914572
UBTF,0.008653051631084211
AC003102.1,5.083608006720364e-05
SLC25A39,0.00017740709735663055
GRN,0.00015765505461113355
GPATCH8,0.015182401416405915
AC103703.1,0.002455814018457848
CCDC43,0.0005263720387937439
EFTUD2,0.0020937411141111794
DCAKD,0.004189827139677446
NMT1,0.005936741769491248
ACBD4,0.0006869124411786969
AC142472.1,0.0003980879592033534
HEXIM1,0.004499910241430893
AC138150.1,0.00027846963451854566
AC008105.3,0.0047486866314002335
FMNL1,0.0029414950725000777
MAP3K14-AS1,0.002923624392669984
MAP3K14,0.00113162634380588
ARHGAP27,0.007023569099936392
PLEKHM1,0.008849075911150382
KANSL1,0.004420717504870696
ARL17B,0.0015162799170014192
LRRC37A,0.0033797413077468206
LRRC37A2,0.0037801868083861367
ARL17A,0.003441766232064086
FAM215B,0.0054519342871042304
NSF,0.004638237973274787
GOSR2,0.0025430469595766206
AC005670.3,0.0005791066417100007
CDC27,1.837894921187353e-05
AC002558.3,0.0020086185014300682
EFCAB13,0.00019444307880096118
NPEPPS,0.004818055954572759
AC025682.1,4.036156825136789e-05
KPNB1,0.002892161213512626
TBX21,0.0001176529622536634
OSBPL7,0.005848171935410156
MRPL10,0.009465805733677498
SP2,0.00043040758250214965
CDK5RAP3,0.0012924519548694307
NFE2L1,0.002826718071805629
CBX1,0.0031854492077542634
SNX11,0.0006932959259792098
SKAP1,0.004004937477427208
SKAP1-AS1,0.006255242153777325
HOXB2,0.014304874689648063
HOXB-AS1,0.0016210304827142014
CALCOCO2,0.003161761386900327
ATP5MC1,0.0012691406982584207
UBE2Z,0.014536014872599506
SNF8,0.0014455347543243739
ABI3,0.004190697492560528
AC004797.1,0.0023877000513429676
ZNF652,0.012999531337579723
PHB,0.003853415385702959
SPOP,0.0004726917253176655
SLC35B1,0.0015801226205941607
FAM117A,0.004270109524270874
KAT7,0.00033172285232272456
PPP1R9B,0.007561556377532946
COL1A1,0.003406490242824332
XYLT2,0.002687298991937756
LRRC59,0.0002794220637890864
RSAD1,0.001379610019445583
SPATA20,0.0012511596727061772
ANKRD40,0.00014248037509836183
LUC7L3,0.007569245505701805
TOB1,0.014371945411919296
SPAG9,0.037147724434907756
AC005920.2,0.0006479503328206446
NME2,0.001722338153898481
MBTD1,0.00023454837252260644
AC006141.1,0.0018654808990325228
UTP18,0.003082399032445798
STXBP4,0.0007864908544342918
MMD,0.0024214111472367723
C17orf67,0.006983318532904254
DGKE,0.007373412454533202
TRIM25,0.0027178704832642297
AC015912.3,0.007744103753301689
COIL,0.003452867190827851
SCPEP1,0.00397737513028993
AKAP1,0.0029458032596662628
MSI2,0.005831271030199437
VEZF1,0.00032296134664896287
AC015813.1,0.0013716559341791401
SRSF1,0.0052077525278834405
DYNLL2,0.005055209877255924
TSPOAP1,0.0037677442011029684
TSPOAP1-AS1,0.0009315125341128312
AC004687.1,0.00036378750905369185
SUPT4H1,2.2891998416859033e-05
RNF43,9.513753624150104e-05
HSF5,0.011775803638723794
MTMR4,0.0012839603238929199
TEX14,0.005679516039548415
TRIM37,0.004009884106355358
YPEL2,0.024325958493378527
DHX40,0.0001027448117545119
CLTC,0.00035207957069067114
PTRH2,0.0032581712696280623
VMP1,0.0013450076810156435
TUBD1,0.0003250977893120837
RPS6KB1,0.0010831884284795877
RNFT1,0.0021274666583344466
HEATR6,0.002888811005706851
USP32,0.002228490941505138
APPBP2,0.03339875101146772
PPM1D,0.018384563064830477
BCAS3,0.006782444760941894
BRIP1,0.00149848014703593
INTS2,0.011666792918353376
MED13,0.012275896614417445
TLK2,0.0013259594061974522
TANC2,0.0012234701037130197
CYB561,0.0001744115392461769
DCAF7,0.0024393546702220466
MAP3K3,0.0037861509831264364
STRADA,0.0010804865496911015
LIMD2,0.00402704187243388
CCDC47,0.0028931164124994762
DDX42,0.005669153554324406
FTSJ3,0.0009654498395374282
PSMC5,0.0033884685224989846
SMARCD2,0.006578974168907155
CD79B,0.00970941118661059
ICAM2,0.0007539885612900797
ERN1,0.0059723383612474805
SNHG25,0.002572580181703926
TEX2,0.0002823224452506105
PECAM1,0.030567707334950126
MILR1,0.0017413907773776499
POLG2,0.010610132097305748
DDX5,0.019551850616430947
CEP95,0.00013211340127214773
SMURF2,0.00024093036575517556
LRRC37A3,8.424451759792439e-05
GNA13,0.001068609528632007
AXIN2,0.00403340291739225
CEP112,0.00242083314027122
PRKCA,0.00756335936474325
HELZ,0.01439684274752925
PSMD12,0.001976006211497767
PITPNC1,0.011051201882660204
NOL11,0.0037570161393473654
BPTF,0.01133891861312585
KPNA2,0.014051538457916674
AC005332.4,0.0010789293247632228
AMZ2,0.01195091987716583
ARSG,0.0025571011806185795
SLC16A6,0.0006042837160656911
AC007780.1,0.0033479927224644096
WIPI1,0.0002799231568564854
PRKAR1A,0.0005728490764752764
ABCA10,0.0014373119785158774
ABCA5,0.005407647202665579
MAP2K6,0.00032198916706217395
LINC00511,0.0035291623726066744
SLC39A11,0.03290676685296919
COG1,0.00021898311186281224
FAM104A,0.0014011680733519794
CDC42EP4,0.0015665723753592274
SDK2,0.005611038787505248
RPL38,0.0029600014810438903
TTYH2,0.0010160131272846534
CD300A,0.011650297412280151
CD300LB,0.0008664755443239917
CD300E,0.0025373529777722977
RAB37,0.01456989489105711
CD300LF,0.003080477281145206
SLC9A3R1,0.0034987701673052578
NAT9,0.003495185404672985
TMEM104,0.005182095878929235
KCTD2,0.0005208977186364504
ATP5PD,0.004503558031837893
NT5C,0.007997871833352557
JPT1,0.011433309211398901
SUMO2,0.0008749271493629008
NUP85,0.006667578230782844
GGA3,0.002109159736678104
MRPS7,0.00010271313541575815
MIF4GD,0.0007573094650733191
SLC25A19,0.00043734210796376853
GRB2,0.01352169276936995
AC011933.4,0.003771235392629507
TMEM94,0.009401462153544555
TSEN54,0.0013659723594588666
LLGL2,0.011344554486164768
MYO15B,0.0013110340300146895
RECQL5,0.0012702792138410692
SAP30BP,0.0016170445080953546
GALK1,0.0005008108700896663
H3F3B,0.05983589395521675
UNK,0.003837368021924721
UNC13D,0.00451846174435899
WBP2,0.005572679798950383
TRIM65,0.0021574178559974943
MRPL38,0.0037036229164792637
FBF1,0.0021616380474276755
ACOX1,0.000277044743535449
TEN1,0.004709805274482183
SRP68,5.373772652068293e-05
EXOC7,0.0067286050724137125
RNF157,0.0017324163466989134
UBALD2,0.0027607075582522823
PRPSAP1,0.00626494748060728
UBE2O,0.004753886698318997
RHBDF2,0.004544617710349003
SNHG16,0.005342218615508084
MXRA7,0.0023104513749721395
JMJD6,0.0015132953182025297
METTL23,0.0006881623452496295
SRSF2,0.0005081518803016076
MFSD11,0.005058248703014443
SNHG20,0.0005977029440949375
SEC14L1,0.008055395827205467
SEPTIN9,0.0027236057136678167
TNRC6C,0.00026092751224902926
TNRC6C-AS1,0.0010053817711620527
TMC6,0.006675653641574684
TMC8,0.003143760507974851
SYNGR2,0.004286828780566816
SOCS3,0.0015855883722971974
PGS1,0.005547879605921519
CYTH1,0.01231095662908314
USP36,0.012287327529984522
AC022966.2,0.0014284152794007965
TIMP2,0.015087511382014848
LGALS3BP,0.0006515556483356999
CANT1,0.003750287265435427
ENGASE,0.0016652111048774693
CBX4,0.02149919068935957
TBC1D16,0.005847528862270067
GAA,0.002379979610658853
EIF4A3,0.017957386017364074
AC087741.1,0.001698735178005598
SGSH,0.003801605474093621
SLC26A11,0.020905976180542102
RNF213,0.00391486239965564
RNF213-AS1,0.007522096318831635
ENDOV,0.00037602272921608796
RPTOR,0.002228730848815184
CHMP6,0.001066876736403135
BAIAP2,0.009811176571994706
AATK,0.0030561113705177352
CEP131,0.006950001628682048
TEPSIN,0.0012367496476376042
NDUFAF8,0.0013681380849219855
SLC38A10,0.0014729860162035504
ACTG1,0.002176732620963633
FAAP100,0.0005330715560529665
NPLOC4,0.012982982597482182
OXLD1,0.000346610498238316
CCDC137,0.0023730410237715804
ARL16,0.001370645804105086
HGS,0.002020876950443449
MRPL12,0.0061059471592899576
MCRIP1,0.0025813412862324896
P4HB,0.007708841482659404
ARHGDIA,0.006486369529662105
ALYREF,0.00739921598719348
ANAPC11,0.0010805778340916444
SIRT7,0.0022730791661462746
MAFG,0.002301665219490658
ASPSCR1,0.0016575607737656366
DCXR,7.510533763124003e-06
RFNG,0.00023519379604157654
GPS1,0.0012417716619325214
DUS1L,0.0046048942183744244
FASN,0.0055359440863400385
CCDC57,0.0028634832088678328
SLC16A3,0.008587303902237269
CSNK1D,0.005934007194815006
AC132872.1,0.009717114871308528
CD7,0.0018252586845595481
OGFOD3,0.0026188386322983804
HEXD,0.0007186594365557403
CYBC1,0.0012482633506147023
NARF,0.002790575429159384
FOXK2,0.0029767514019072893
WDR45B,0.0032817061984243795
FN3KRP,0.0034621889347056928
TBCD,0.001799024782289786
B3GNTL1,0.0013616274968790605
METRNL,0.0006980475326374604
USP14,0.005654458013499431
THOC1,0.009611633873519829
ENOSF1,0.00024937151427220926
YES1,0.0052093116198403235
AP001020.2,0.013484583041671694
AP000829.1,0.0009577565103775201
METTL4,0.005705583196526076
NDC80,0.0055072176282830645
SMCHD1,0.02472106639141189
AP001011.1,0.002725224799379634
EMILIN2,0.0007563188129660371
LPIN2,0.0041687504754268825
MYOM1,0.0035637582658639027
MYL12A,0.0012519165185433125
MYL12B,0.023620942150851434
TGIF1,0.0016320333116474459
DLGAP1,0.00629873844058665
DLGAP1-AS1,0.0011926817929262031
LINC00667,6.71243858136356e-05
ZBTB14,0.0008743399530483254
EPB41L3,0.0012133684540894005
L3MBTL4,0.020726294368102513
PTPRM,0.0002552383765059471
RAB12,8.427037405848387e-05
NDUFV2,0.0004644314299351954
AP005899.1,0.0028150703403973187
NDUFV2-AS1,0.000583791645157893
ANKRD12,0.05947203316701808
TWSG1,0.000742323108744438
RALBP1,0.012731532782087999
PPP4R1,0.014674663508452084
RAB31,0.008263584409661988
VAPA,0.015868165116059495
NAPG,0.003339557653757076
GNAL,0.0032526675813322053
CHMP1B,0.010859378563421722
MPPE1,0.0016620039723681016
TUBB6,0.00012760438708817528
AFG3L2,0.0053211971621470655
SPIRE1,0.00021195035966151498
PSMG2,0.0009688283633753808
PTPN2,0.004393008221740208
SEH1L,0.0037650194753739105
CEP192,0.0017129101117971213
LDLRAD4,0.002146919107094584
FAM210A,7.443468644220931e-05
RNMT,0.0011259062740114597
ROCK1,0.0022635322215303526
ESCO1,0.0014474190254548987
SNRPD1,0.0006625187916613165
ABHD3,0.001921660909822581
MIB1,0.000350465884868763
RBBP8,0.005718307328541924
TMEM241,0.0015432332412371294
RIOK3,0.0033825842192080884
RMC1,0.00048030466994894883
NPC1,0.006722800867266307
TTC39C,2.2636915031014316e-05
OSBPL1A,0.0039041378403989603
SS18,0.003577490489230143
TAF4B,8.065811683923748e-05
TRAPPC8,0.0015740070517372663
RNF125,0.0008530751405321695
AC009831.3,2.113925011599979e-05
RNF138,0.001398043099518524
KLHL14,0.0021183643254892564
MAPRE2,0.021896824440768563
ZNF397,0.0016958111967990378
ZSCAN30,0.0014354767681043008
ZNF24,0.0024783750466734087
INO80C,0.003188180812093493
GALNT1,0.006685797115052265
C18orf21,0.003951444125126527
RPRD1A,0.006597108565320755
SLC39A6,0.0023379163386720355
ELP2,0.0008912380027893652
KIAA1328,0.0013043579807731798
PIK3C3,0.028317787473137273
SETBP1,0.0025919638473714504
SLC14A1,0.0017826387288275244
EPG5,0.023133841116892394
PSTPIP2,0.0003136923597303362
ATP5F1A,0.000735069121272604
C18orf25,0.003197033786771198
RNF165,0.0029844522098435534
PIAS2,0.007788303002612865
HDHD2,0.00547020908087028
SMAD2,0.017363488461485433
CTIF,0.009269834095402624
SMAD7,0.0002969056838846038
DYM,0.0006678734482010718
C18orf32,0.00101043890099433
RPL17,0.007542373066294307
ACAA2,0.000807530249309361
SNHG22,0.0005542998736859736
MBD1,0.014289216701702797
CXXC1,0.0004272130123887561
ME2,0.007765382624925909
SMAD4,0.0024151903877790187
MEX3C,0.0002696684292450449
MBD2,0.004603479800048593
POLI,0.002250869075300437
RAB27B,0.004080927994772829
TCF4,0.017783230878956204
TXNL1,0.0059916929142791245
WDR7,0.0004118165073515067
NARS,0.0005554950696824031
AC027097.1,0.002790867748383995
AC027097.2,0.0030678139438469593
ATP8B1,0.00014606094275399528
NEDD4L,0.0012169580808427908
MALT1,0.0021617920984455643
AC104365.1,0.0036313161587234874
ZNF532,0.0021672828804201088
SEC11C,0.002624512826475775
LMAN1,0.0011434203288733067
PMAIP1,0.022131338830838853
AC105094.2,0.0051145856785442005
PIGN,0.0020334625760114098
RELCH,0.003054152667330199
ZCCHC2,0.003867042111638722
PHLPP1,0.0021383849605534503
BCL2,0.0013819931924028903
KDSR,0.007342497656680286
VPS4B,0.04103126361753812
TMX3,0.00041888214900998196
CD226,0.0018933658245331786
RTTN,0.0010851904468869545
SOCS6,0.003644914428910168
NETO1,0.007338743637824756
CYB5A,0.0034158808442762193
CNDP2,3.4730013894912735e-05
LINC00909,0.005066512370541655
ZNF407,0.014307020422335273
ZADH2,0.0014043328327838116
TSHZ1,0.0024551180301843932
ZNF516,0.0009135863784522163
ZNF236,0.0006440625258106673
MBP,0.00476299476506748
ATP9B,0.007251991817695782
NFATC1,0.06568293941846846
CTDP1,0.014828603588695893
SLC66A2,0.008072913808181275
HSBP1L1,0.0004724969282959384
TXNL4A,0.003361964604066469
RBFA,0.0023864274648189984
ADNP2,0.008401161114753393
LINC01002,0.0002587720497584077
MIER2,0.003942100238575993
TPGS1,0.0064174976971663866
CDC34,0.0012906172993311525
GZMM,0.0014863598004111209
BSG,0.011661702974599243
POLRMT,0.0012110486347443555
RNF126,0.0017620503776396156
PTBP1,0.001815630247772947
CFD,0.010144068879817805
MED16,0.003045056587919609
R3HDM4,0.0031793273928423576
ARID3A,0.001825597877421318
TMEM259,0.003368593485716514
CNN2,0.0022553357149842136
ABCA7,0.002754150145778423
ARHGAP45,0.0022769121096784055
POLR2E,0.0019587545568750036
GPX4,0.0021290661321421178
SBNO2,0.0023234783729900186
STK11,0.004160094087931837
ATP5F1D,0.00126357192998287
MIDN,0.0018078786794408213
CIRBP,0.0035744295174768978
FAM174C,0.005847218452267273
PWWP3A,0.0025251853455568016
NDUFS7,0.008804908381279673
DAZAP1,0.004135888491346065
RPS15,0.005980653029151097
AC027307.3,0.0006977139343760906
C19orf25,0.015040718516780764
MBD3,0.0025653667111166863
UQCR11,0.0012993443808500841
TCF3,0.0035663885554186718
REXO1,0.002328673605490497
KLF16,0.0008113854888238782
AC012615.1,0.00444525843538417
ABHD17A,0.004894081100998047
SCAMP4,0.0028227503325985014
CSNK1G2,0.0042822927535645025
BTBD2,0.0027378016941312965
MKNK2,0.002982345962691307
MOB3A,0.01111884412165072
AP3D1,0.0012717141709815373
DOT1L,0.007988439078986245
PLEKHJ1,0.0025797249540418466
SF3A2,0.002317696789545048
OAZ1,0.005048914457263823
PEAK3,0.001446207810020069
AC104530.1,0.005498625572182638
LSM7,0.0010241121215925604
SPPL2B,0.0010521016479362341
TIMM13,0.003944950861065881
LMNB2,0.003323895655888982
GADD45B,0.002082609116735794
GNG7,0.0005401754108715084
AC092068.3,0.000645971854606324
SGTA,0.005358393641711444
THOP1,0.0007846153879149778
TLE2,0.0016647476970986157
TLE5,0.006730583143700329
GNA11,0.005596360584766016
GNA15,0.00042420771894937883
S1PR4,0.00250692317939532
NCLN,0.0015682108450445786
NFIC,0.0025222593015064923
FZR1,0.002918666166916801
MFSD12,0.0004066399585694787
AC005786.3,0.00839652647126252
HMG20B,0.004838362367699484
CACTIN,0.0017618470314291106
PIP5K1C,0.0002726791816298331
APBA3,0.003256569861296068
MRPL54,0.00861641095767755
MATK,0.004273446902590994
DAPK3,0.008025526748104547
EEF2,0.001539741440706452
PIAS4,0.004955106074363677
ZBTB7A,0.014463526299376124
MAP2K2,0.0003647751477004347
SIRT6,0.01105393407636808
YJU2,0.003045254584944628
TMIGD2,0.0014858051040245448
MPND,0.001272598308143652
SH3GL1,0.0012682667366369894
CHAF1A,0.0022694869974090666
UBXN6,0.021238816913057356
AC011498.1,0.0004590142927514116
HDGFL2,0.001978130241083834
TNFAIP8L1,0.00017796811478765613
MYDGF,0.0007628116203534255
DPP9,0.012226698623419022
TICAM1,0.005128784951580996
PLIN3,0.021682047012121754
ARRDC5,0.007400309156051346
UHRF1,0.01754795116343882
KDM4B,0.00034008733770794466
PTPRS,0.0010507657955010222
TINCR,0.0010239430662244999
SAFB2,0.0019889764948288497
SAFB,0.0014009621595869365
RPL36,0.0011350317028492045
MICOS13,0.0013202034904621308
LONP1,0.00896114941764741
DUS3L,0.001999122666292512
NDUFA11,0.0005864785600845687
CAPS,0.0006001338923584074
RANBP3,0.0068834038610885735
RFX2,0.04092385468899554
MLLT1,0.0046436211430861875
CLPP,0.001523859172176612
ALKBH7,0.005628177040315942
GTF2F1,0.0066741762886385544
KHSRP,0.0010973549560259377
DENND1C,0.00023595245695138303
TNFSF9,0.005594420510226514
TNFSF14,0.0011247362579628285
GPR108,0.002266488633218331
SH2D3A,0.000829919513727303
VAV1,0.011767199507390106
ADGRE1,0.007822225698125941
ZNF557,0.006645976477508862
INSR,0.010182878374621458
AC119396.1,0.00031944175517659184
AC119396.2,0.002054978502206702
ARHGEF18,0.00615734909071898
MCOLN1,0.0015385180387600143
PNPLA6,0.008316242336583715
XAB2,0.0022066354786531815
PET100,0.014422627728137837
STXBP2,0.008610297547590086
RETN,0.008552945819489972
TRAPPC5,0.0025865857122686973
FCER2,0.0002937215129954784
EVI5L,0.00021153713478228646
MAP2K7,0.00512597653553622
TIMM44,0.004284868822375051
ELAVL1,0.001557884812726913
CERS4,0.0029555373888398534
AC022146.2,0.00011194644755332429
CD320,0.009929247328867644
NDUFA7,0.0010396334416735338
RPS28,0.013402002831008404
RAB11B,0.005690691058769785
MARCH2,0.00015315585125814522
HNRNPM,0.000983149211547467
PRAM1,0.038567385339282
ZNF414,0.0026043902424821097
MYO1F,0.015041466983241644
ADAMTS10,0.0018135922135419653
ZNF317,0.006288572509353019
ZNF699,0.0007715738301901095
ZNF266,0.0016244688495126256
ZNF426,0.003302084107416013
ZNF121,0.008167946793501161
ZNF561,0.0012676439724464048
ZNF562,0.004603490828117338
ZNF846,0.014099121421296934
FBXL12,0.0012938250762010552
UBL5,0.005360362156397353
PIN1,5.596942818818761e-06
SHFL,0.004109008149193451
PPAN,7.208972140415276e-05
P2RY11,0.0006241837062772439
EIF3G,0.001357770133540096
DNMT1,0.003736236179855456
MRPL4,0.005692637711445682
AC011511.2,0.0022779714435989815
ICAM1,0.024987771634387125
RAVER1,0.0039737621345211655
ICAM3,0.0034641758692791585
TYK2,0.00040097825243944383
CDC37,0.0038043648469063863
PDE4A,2.984376580111094e-05
S1PR5,0.00045253155279851486
ATG4D,0.000716949719641125
KRI1,0.002179398563307873
CDKN2D,0.008114508293121544
SLC44A2,0.0023006931170505064
ILF3-DT,0.00674833418831753
ILF3,0.00795611096779699
QTRT1,3.6452854868221685e-05
DNM2,0.02075313831542594
CARM1,0.00032461808391906645
YIPF2,0.0001897652701179626
TIMM29,0.0004443117338891801
SMARCA4,0.0006529994485257125
LDLR,0.00804904186264387
TMEM205,0.0013029408763638372
CCDC159,0.00030838113320891014
PLPPR2,0.008033426039812228
EPOR,0.0028817778438215533
PRKCSH,0.0016315527004713726
ECSIT,0.0022707881874556544
ZNF627,0.0014351545847199627
ACP5,0.0048345697439419865
ZNF441,0.005357040889289844
ZNF440,0.0012785157372056334
ZNF439,0.0007825113472327369
ZNF69,0.0005408858155907185
ZNF700,0.0013376285433531097
ZNF763,0.005038303643140261
ZNF433-AS1,0.0052966391470146545
ZNF844,0.0009907897271107578
ZNF136,0.0015000706120577385
ZNF44,0.0008623202074900574
ZNF563,0.0012608737323106002
ZNF709,0.01038802153510515
ZNF564,0.00023326091432554605
ZNF490,0.0005609951756773457
ZNF791,0.001364622245805011
MAN2B1,0.026728645357770985
WDR83OS,0.002782547946364158
DHPS,0.0016811819332595923
TNPO2,0.004453577859352843
TRIR,0.0020463453691611003
HOOK2,0.05673500095564244
JUNB,0.07335730276065508
PRDX2,0.00036908491276020064
THSD8,0.009771174423940345
DNASE2,0.0025577996943489645
GCDH,0.005443589314233683
SYCE2,0.0005988389705807736
FARSA,0.001679853286724561
CALR,0.0009659096042542671
AC092069.1,0.00210033048195572
RAD23A,0.002967710780957514
GADD45GIP1,0.0009452778990659578
LYL1,0.009455730680358104
TRMT1,0.006616934106480011
NACC1,0.005188912800891949
STX10,0.004670188140391204
IER2,0.012209952134955137
CACNA1A,0.0023778624574604555
CCDC130,0.008831125964189106
MRI1,0.0006652298520510227
C19orf53,0.01989989912508101
ZSWIM4,0.002080687302213581
AC020916.1,0.015342550980525418
CC2D1A,0.0007828702200685471
DCAF15,0.0011026241885633027
RFX1,0.001558335212800879
IL27RA,0.0015172605279597925
SAMD1,0.0016856576316928717
PRKACA,0.0020166412521550286
AC022098.1,0.0023370493932928435
ADGRL1,0.0036158235629159185
LINC01841,0.004357510113433808
ADGRE5,0.1161047985376284
AC008569.1,0.000788951305797194
DDX39A,0.0016633734359197362
PKN1,6.306709219482595e-05
GIPC1,0.0029681366639653104
DNAJB1,0.03886846081513562
TECR,0.009235565828176105
NDUFB7,0.003553559638226905
CLEC17A,0.0028597810042935903
ZNF333,0.000879667723355501
ADGRE2,0.002622263252241797
ILVBL,0.00012831660684403619
BRD4,0.046518237365590256
AKAP8,0.003053699802170618
AKAP8L,0.0015300829217094632
RASAL3,0.003299367179949351
TPM4,0.004766754248133032
RAB8A,0.002037420298741446
HSH2D,0.006758075866628982
FAM32A,0.0010475529956797112
AP1M1,0.004746345309771612
AC020911.2,0.0034475823332229365
KLF2,0.09881375001775639
EPS15L1,0.00557968518999136
CHERP,0.013622873591788208
SLC35E1,0.007373778034491047
MED26,0.012467358635526381
AC008764.7,0.01152007501474589
