,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA.DR,IgD,IgG1.K.Isotype.Control,IgM,KLRG1,TCR.Va24.Ja18,TCR.Va7.2,TCR.a.b,TCR.g.d
cell_1198,-0.42534572,-1.1545361,2.2929444,-0.5497138,-0.5497138,-0.1457664,-0.22734813,3.073717,0.9699568,-1.1545361,0.412813,-0.1457664,-0.07257249,-0.42534572,0.5412997,-0.8919358,-0.5497138,0.412813,-0.8919358,-0.3194921,0.8845023,-1.1545361,0.16232428,2.0055766,-0.8919358,0.5701019,0.2559488,1.9588948,0.65012,-0.07257249,-1.1545361,-0.7004752,-1.1545361,-0.7004752,-0.1457664,-0.006201368,-0.7004752,-0.07257249,-0.22734813,-0.8919358,-0.8919358,1.7338405,-0.7004752,-0.7004752,0.69887286,1.046252
cell_1199,-0.16482368,-0.6778966,0.4167422,-0.6778966,-0.6778966,0.778082,-1.2245848,-0.37521386,-0.6778966,-1.2245848,0.4167422,-0.16482368,0.4167422,-0.6778966,0.7294205,-0.37521386,-0.37521386,1.332146,-0.6778966,0.6771082,1.9341315,-1.2245848,0.12759273,0.4914932,-0.37521386,0.4914932,0.4167422,1.2883165,1.2883165,-1.2245848,-1.2245848,-0.6778966,-0.16482368,-0.6778966,2.6678116,0.6771082,-1.2245848,0.4167422,0.23783493,-1.2245848,-0.37521386,2.5449026,-1.2245848,-1.2245848,0.55900335,0.9065082
cell_1200,-1.3435934,-1.3435934,0.09043921,-0.1874051,-0.6530464,0.09043921,-0.6530464,0.16308261,-0.4615974,0.67814994,2.303172,-0.4615974,0.16308261,1.5505588,0.4439201,-1.3435934,-0.1874051,0.009428195,-1.3435934,-0.31123605,0.4439201,-1.3435934,-0.4615974,1.4245067,0.48877713,-0.08213176,0.3445986,1.338993,0.67814994,-0.4615974,-1.3435934,1.2265612,-0.6530464,-0.1874051,-0.1874051,-0.9168436,-1.3435934,2.3417225,1.3891218,-0.9168436,0.53094625,-0.31123605,-0.1874051,-1.3435934,0.39600942,1.9340148
cell_1201,-0.41718292,-1.4003171,0.3062302,-0.25784206,-1.4003171,0.47897816,-0.62231535,-0.017291218,-0.25784206,-1.4003171,0.47897816,0.07824843,0.3062302,-0.41718292,0.5284114,-0.9106704,-0.41718292,1.1560222,-0.9106704,0.3062302,2.0988379,-0.62231535,-0.017291218,0.97580785,-0.62231535,0.7345853,0.23798,1.5103517,1.433424,0.16254956,-1.4003171,-0.9106704,-1.4003171,-0.25784206,2.501887,0.57465774,-0.25784206,0.07824843,0.23798,-1.4003171,-0.9106704,2.0315266,-0.62231535,-1.4003171,0.80290705,1.2315834
cell_1202,-0.5598334,-1.3050979,0.6429264,-0.20742822,0.02574215,0.79021204,-1.3050979,0.6429264,0.02574215,-0.5598334,0.5557276,0.02574215,0.6429264,0.339815,0.7204422,-0.5598334,-0.5598334,1.4361945,-1.3050979,-0.20742822,2.6494467,-1.3050979,-0.5598334,1.4361945,-0.5598334,2.0465422,-0.5598334,2.0127337,0.91179556,0.02574215,-1.3050979,-0.5598334,-0.20742822,0.339815,-0.20742822,0.339815,-1.3050979,0.339815,0.20027538,-1.3050979,-1.3050979,0.339815,-1.3050979,-1.3050979,0.85364455,1.0153285
cell_1203,-1.1604507,-1.1604507,0.20133497,0.07480669,0.07480669,0.07480669,-0.5892799,0.07480669,-0.08192246,-1.1604507,0.6150756,-1.1604507,-0.08192246,-0.5892799,1.0166796,-1.1604507,-0.2879441,1.7129283,-0.08192246,0.20133497,2.3785644,-1.1604507,-1.1604507,0.72777766,-1.1604507,0.5505638,0.07480669,1.0166796,1.191726,0.9079372,-1.1604507,-0.5892799,-0.5892799,-1.1604507,2.043908,0.5505638,-1.1604507,0.07480669,-0.2879441,-1.1604507,-1.1604507,2.2375147,0.07480669,0.39881295,0.82399374,1.165593
cell_1204,-0.56311935,-1.1418291,-0.028141849,-0.24691176,-0.028141849,0.27498332,-1.1418291,0.8967905,0.13930152,-1.1418291,0.3890531,-0.24691176,0.57398844,-0.028141849,0.3890531,-1.1418291,-0.56311935,1.899542,-0.028141849,-0.56311935,3.1618447,-1.1418291,-0.24691176,1.2571142,-1.1418291,2.3381653,-0.24691176,2.241108,0.94699126,-0.24691176,-0.56311935,-0.24691176,-0.56311935,-0.24691176,0.13930152,0.27498332,-1.1418291,-0.56311935,-0.028141849,-1.1418291,-0.24691176,0.57398844,-1.1418291,-1.1418291,0.84281373,0.57398844
cell_1205,-0.63691854,-1.1846204,0.5895525,0.36604935,0.16275437,0.36604935,-0.33577925,0.5895525,0.03301725,-1.1846204,0.36604935,0.16275437,0.4488766,-0.63691854,0.6504006,-1.1846204,0.16275437,1.8429246,-0.12697788,-1.1846204,2.346336,-1.1846204,-1.1846204,0.85105073,-0.63691854,0.16275437,-0.33577925,2.3942277,0.5228011,-0.12697788,-1.1846204,-0.63691854,-1.1846204,-0.63691854,2.5358977,0.6504006,-1.1846204,0.16275437,0.271878,-0.63691854,-0.12697788,0.36604935,-1.1846204,-1.1846204,0.4488766,1.4510673
cell_1206,-0.494028,-1.193225,0.21065629,-0.1456111,-0.35834083,0.2648117,-0.35834083,0.36227348,-0.058908336,-0.87931293,0.2648117,-0.6612647,0.31518623,-0.24416782,0.56035274,-0.35834083,-0.6612647,2.139924,0.088384576,-0.6612647,2.9346867,-1.193225,-0.87931293,1.7197629,-0.6612647,2.5273259,0.15210618,2.070671,0.8663642,-0.35834083,-0.87931293,-0.6612647,-0.24416782,-0.87931293,0.018488424,0.4481282,-0.35834083,-0.1456111,-0.1456111,-0.87931293,-1.193225,-0.058908336,-1.193225,-1.193225,0.7949187,1.258878
cell_1207,-1.3480362,-1.3480362,1.0790662,-0.5164638,0.26425838,0.40472168,-1.3480362,0.26425838,-0.15025967,-1.3480362,0.40472168,0.26425838,0.40472168,0.5213637,0.6211046,-1.3480362,-0.5164638,1.4965558,-1.3480362,0.26425838,2.272749,-0.5164638,0.08768036,0.5213637,-0.5164638,2.3450603,0.5213637,1.4965558,1.284306,-1.3480362,-1.3480362,-0.15025967,-0.15025967,-0.5164638,0.26425838,0.91827446,-1.3480362,0.40472168,-0.15025967,-1.3480362,-0.15025967,0.78557086,-0.5164638,-1.3480362,0.7082281,1.0790662
cell_1208,-1.2517929,-0.64908284,1.5042518,0.05817861,-0.109092236,0.05817861,-1.2517929,-0.32869112,-0.64908284,-1.2517929,0.56668514,0.05817861,0.306713,0.193322,0.56668514,-1.2517929,0.306713,1.9962841,-1.2517929,0.193322,2.7379248,-0.64908284,-0.32869112,1.3058062,-0.64908284,2.2898297,-0.109092236,1.7858536,1.1336844,-0.32869112,-1.2517929,-0.32869112,-1.2517929,0.05817861,0.05817861,0.05817861,-1.2517929,-0.109092236,-0.32869112,-0.64908284,-0.32869112,0.404393,-0.32869112,-1.2517929,0.193322,1.3058062
cell_1209,-0.68271315,-0.68271315,-0.16498105,-0.68271315,-0.68271315,-0.16498105,-0.68271315,-0.0026255134,-0.16498105,-1.2396276,0.49424213,-0.0026255134,0.3352415,-0.37691426,0.623663,-0.68271315,-0.16498105,1.5846742,-0.16498105,-0.0026255134,2.524112,-0.68271315,-0.0026255134,1.0829396,-0.68271315,0.623663,-0.37691426,1.5846742,1.3366452,-1.2396276,-1.2396276,-0.68271315,-1.2396276,-1.2396276,1.957103,0.49424213,-0.16498105,0.623663,0.12900597,-0.68271315,-0.68271315,2.463303,-1.2396276,-1.2396276,0.56194735,1.5223272
cell_1210,0.04240557,-1.2057397,0.53799623,-1.2057397,-0.11990535,0.46328804,-0.6396688,0.46328804,-0.33219546,-0.6396688,0.6054339,-0.6396688,0.6668914,-0.6396688,0.46328804,-0.6396688,-0.33219546,1.9753385,-1.2057397,-0.11990535,2.5446994,-1.2057397,-0.33219546,1.8377309,-0.33219546,2.3718462,0.04240557,2.090112,0.77554464,-0.11990535,-1.2057397,0.53799623,-0.6396688,-0.33219546,0.04240557,-0.11990535,-1.2057397,0.04240557,-1.2057397,-1.2057397,-0.6396688,0.46328804,-0.33219546,-1.2057397,0.77554464,1.0602262
cell_1211,-0.048919078,-1.4659163,0.28100315,-0.048919078,0.5988563,0.5074593,-0.66689485,0.75316966,-1.4659163,-0.2944243,0.40297076,0.28100315,-0.66689485,-0.2944243,0.88050425,-0.66689485,0.13451007,1.7570002,-0.66689485,-0.2944243,2.318434,-1.4659163,-1.4659163,1.0832789,-0.2944243,2.3958113,0.5988563,1.429345,1.482493,-0.2944243,-0.66689485,0.28100315,-1.4659163,-0.2944243,-0.2944243,0.5074593,-0.66689485,0.13451007,-0.66689485,-1.4659163,-0.66689485,0.40297076,-0.66689485,-1.4659163,0.81960785,1.3720251
cell_1212,-1.264261,-1.264261,0.40899238,-0.4273692,-0.4273692,0.6888893,-1.264261,0.100347735,-0.2083301,-0.7361464,0.21769218,0.31933722,0.56173646,-0.4273692,0.89307255,-0.4273692,-0.7361464,1.563109,-0.7361464,-0.7361464,3.3464317,-1.264261,-0.4273692,1.299564,-0.7361464,2.6365068,-0.4273692,1.7439947,0.79780805,0.100347735,-0.7361464,-0.7361464,-0.7361464,0.100347735,0.100347735,0.100347735,-0.2083301,-0.2083301,-0.2083301,-0.7361464,-0.4273692,0.6279653,-0.7361464,-1.264261,0.84692997,1.0539024
cell_1213,-0.6443647,-0.6443647,0.6546151,-0.6443647,-0.6443647,-0.095355354,-0.095355354,-0.095355354,0.20980792,-1.2701333,0.7177235,-0.31781903,0.073577136,-1.2701333,0.92544544,-0.6443647,0.073577136,2.187423,-0.095355354,-0.095355354,2.6355627,-1.2701333,0.20980792,0.92544544,-1.2701333,2.4279177,0.073577136,1.3265178,1.0857655,0.20980792,-1.2701333,0.42222002,-0.095355354,-1.2701333,-0.095355354,0.5853111,-0.6443647,-0.6443647,-0.095355354,-1.2701333,-1.2701333,0.7177235,-0.6443647,-1.2701333,0.8291918,1.3757651
cell_1214,-0.30512998,-0.0049597146,2.2054348,-0.0049597146,-0.8430049,1.0442653,-0.30512998,0.1074686,1.6775906,-1.449235,0.1074686,0.1074686,-0.8430049,-0.52350014,0.6547211,-0.8430049,-0.52350014,0.5527934,-0.8430049,-0.8430049,0.8225131,-1.449235,-1.449235,1.7404127,0.6547211,0.95769036,0.20427775,1.1451712,1.0442653,0.20427775,-0.8430049,0.1074686,-1.449235,0.7436459,0.20427775,0.7841926,-1.449235,1.3476385,-0.52350014,-1.449235,-0.13903515,0.6547211,-1.449235,-1.449235,0.4333977,1.4757355
cell_1215,-0.970083,0.12210945,2.7625444,1.2674483,-0.51205826,1.3226323,0.35947454,0.048156742,2.0469465,-1.3932301,-0.23426078,0.6473668,-0.23426078,-1.3932301,0.49711937,-0.51205826,-0.970083,0.4540947,-1.3932301,-0.970083,0.25052288,-1.3932301,-0.51205826,1.2674483,0.6126391,0.9479191,0.048156742,0.6126391,0.8775728,-0.7052719,-1.3932301,0.12210945,-0.970083,0.9479191,0.048156742,0.40833676,-1.3932301,1.5487483,-0.23426078,-0.970083,-0.970083,0.53771895,-0.970083,-0.7052719,0.1891732,0.8525103
cell_1216,-1.1223049,-1.1223049,-0.094932936,1.0301137,-1.1223049,0.6573311,-0.20643082,-0.20643082,-0.20643082,-0.34152088,1.9448142,0.15586188,0.28111702,1.4717224,0.7176256,-0.7477246,-1.1223049,0.15586188,-1.1223049,-0.7477246,0.38583583,-1.1223049,-0.7477246,1.4805242,8.466573e-07,0.22154695,0.47581327,1.7979399,0.7985984,-1.1223049,-1.1223049,0.15586188,-1.1223049,-0.20643082,-0.34152088,-0.094932936,-1.1223049,2.2438045,1.7306198,-1.1223049,0.8234637,0.22154695,-1.1223049,-1.1223049,8.466573e-07,1.7817615
cell_1217,-0.30656123,-1.0358869,0.15086012,0.030654754,-0.5748762,0.34041387,-1.0358869,0.25244588,-1.0358869,-1.0358869,0.66007835,0.550115,0.550115,-0.11656294,0.8366169,-1.0358869,-0.5748762,1.5055087,-1.0358869,-0.11656294,2.6670067,-1.0358869,-1.0358869,1.9953434,-0.5748762,2.2089243,0.15086012,2.1844814,0.66007835,-1.0358869,-1.0358869,-0.11656294,-0.11656294,-0.5748762,0.25244588,-0.11656294,-0.5748762,-0.11656294,-0.11656294,-1.0358869,-1.0358869,0.6073934,-0.5748762,-1.0358869,1.0354875,1.3994578
cell_1218,-1.2469666,-1.2469666,-0.10994604,0.7931551,-1.2469666,0.2165456,-0.41005567,-0.17318599,-0.97486526,-0.5125536,1.5881435,0.2165456,1.4497325,1.3963108,0.5548605,0.17867173,-0.97486526,-0.24311967,-1.2469666,-0.633906,-0.17318599,-1.2469666,-0.78264934,1.2202748,0.4071071,-0.24311967,0.61795723,1.3646545,0.09572072,-0.633906,-1.2469666,0.6936899,-0.97486526,-0.32133374,1.0458889,0.2523673,-0.97486526,2.200596,1.7620293,-0.97486526,1.3176241,-0.32133374,-0.97486526,-1.2469666,-0.052229654,1.8166077
cell_1219,-0.5848865,-0.5848865,-0.2803995,0.21950784,0.08976584,0.3284946,-0.2803995,0.70579815,-0.070540726,-0.5848865,0.81290257,-0.070540726,0.70579815,-0.2803995,1.0934602,-1.1483359,-1.1483359,1.7555186,-1.1483359,-0.5848865,2.6494339,-1.1483359,-1.1483359,2.0929482,-0.070540726,2.4993625,0.08976584,1.2667134,0.81290257,-0.2803995,-1.1483359,-0.5848865,-0.5848865,-0.5848865,0.42246002,0.21950784,-1.1483359,0.57871735,-0.070540726,-1.1483359,-1.1483359,0.3284946,-1.1483359,-1.1483359,0.64520913,0.81290257
cell_1220,-0.26401344,-0.60082483,0.5698608,-0.26401344,0.13321137,0.98598534,-0.60082483,0.27039853,-0.26401344,-1.2745099,0.38505122,0.5698608,0.38505122,-1.2745099,0.98598534,-1.2745099,-0.60082483,1.0703177,-0.60082483,0.6466955,2.621444,-0.60082483,-0.60082483,0.48353857,0.27039853,2.5580308,-0.60082483,1.4338729,1.2135149,-0.60082483,-1.2745099,-0.037589576,-1.2745099,-0.037589576,0.48353857,0.7159231,-1.2745099,-0.037589576,-0.26401344,-1.2745099,-1.2745099,0.6466955,-1.2745099,-1.2745099,1.1455723,1.1455723
cell_1221,-1.3934497,-0.16114222,2.6415346,-0.05213264,-0.92756665,1.1149961,-0.44652882,0.12604985,2.108104,-1.3934497,-0.05213264,1.0307328,-0.05213264,-0.92756665,0.6196015,-1.3934497,-0.44652882,0.2008952,-1.3934497,0.12604985,0.33058026,-0.05213264,-0.16114222,1.6868083,0.042476524,1.208067,0.042476524,1.0307328,0.6196015,-1.3934497,-1.3934497,0.042476524,-0.64746153,0.8822584,-0.16114222,0.6196015,-0.92756665,1.5597545,-0.16114222,-0.92756665,-0.92756665,-0.05213264,-0.92756665,-1.3934497,0.5788151,1.1536851
cell_1222,-0.80138046,-1.3017092,0.18170922,0.98361266,-0.30810964,0.087518424,-0.51226807,-0.15015553,-0.80138046,0.46737516,2.6413245,-0.51226807,0.26474062,1.550157,0.86105376,-1.3017092,-0.80138046,0.33897886,-0.80138046,-0.80138046,0.46737516,-1.3017092,-0.80138046,1.5114914,0.6698209,-0.30810964,0.26474062,1.3965735,0.7906843,-1.3017092,-0.51226807,0.523719,-1.3017092,-0.51226807,-0.51226807,0.087518424,-0.80138046,2.0368154,0.6698209,-0.80138046,0.523719,0.18170922,-1.3017092,-1.3017092,0.33897886,2.011285
cell_1223,-0.9568233,-0.5150554,0.38634783,-0.066176556,-0.9568233,0.38634783,-0.5150554,0.5949403,-0.9568233,-0.9568233,0.29898793,0.07921684,0.19823262,-0.25306973,0.29898793,-0.9568233,-0.9568233,1.0498167,-0.9568233,-0.066176556,2.6295986,-0.9568233,0.29898793,1.1843618,-0.9568233,0.19823262,0.07921684,1.3358655,0.9872189,-0.066176556,-0.9568233,-0.5150554,-0.5150554,-0.9568233,2.564164,0.29898793,-0.9568233,1.1843618,-0.25306973,-0.9568233,-0.9568233,2.626885,-0.9568233,-0.9568233,0.79836285,0.5949403
cell_1224,-0.111706585,-1.0506411,0.18863931,-0.4287102,-0.4287102,0.33325055,-1.0506411,-0.25164482,0.0040072845,-1.0506411,0.50450885,-0.25164482,-0.111706585,-0.4287102,0.7540153,-0.67000747,-1.0506411,2.00793,-0.67000747,0.55308425,2.2592995,-1.0506411,0.10265881,0.59837675,-0.67000747,0.33325055,-0.25164482,0.8802445,1.9404386,-0.4287102,-1.0506411,-0.67000747,-0.4287102,-1.0506411,2.6618185,0.55308425,-1.0506411,0.2648363,-0.4287102,-1.0506411,-0.111706585,2.3550916,-1.0506411,-1.0506411,0.7540153,0.85084474
cell_1225,-0.30437195,-1.4047167,0.38245323,-0.52401173,-0.83923346,0.116785124,-1.4047167,0.3041417,0.0013970636,-1.4047167,1.7840273,-0.52401173,-0.52401173,0.93116975,1.2179291,-0.52401173,-0.1356404,0.9654567,-1.4047167,0.3041417,0.5769725,-1.4047167,-0.83923346,0.3041417,0.38245323,0.45319226,0.5769725,2.652283,0.6828216,0.116785124,-0.52401173,-0.1356404,0.0013970636,-0.83923346,0.0013970636,0.3041417,-0.52401173,2.4176834,-0.83923346,-1.4047167,1.5980096,0.3041417,-0.83923346,-1.4047167,0.0013970636,1.3676187
cell_1226,0.009259886,-1.4412217,0.009259886,0.121472545,-0.82933897,0.4465747,-1.4412217,0.4465747,-0.12461929,0.121472545,2.0448046,-0.82933897,0.5086371,1.3576081,1.0819168,-1.4412217,-0.12461929,0.5656101,-1.4412217,-0.5090252,0.5656101,-0.29058334,-0.82933897,1.7077376,0.5086371,0.30285755,0.4465747,1.3576081,0.83443505,-0.82933897,-1.4412217,0.5086371,-1.4412217,-0.82933897,-0.5090252,0.121472545,-0.82933897,1.8506745,1.2640523,-0.82933897,0.7962476,0.009259886,-1.4412217,-1.4412217,0.37842342,1.5275958
cell_1227,-0.606274,-0.606274,-0.32130194,-0.32130194,-0.606274,0.16158526,0.26850212,0.5154533,-0.606274,-1.101436,-0.32130194,-0.12037779,0.4425596,0.03494548,0.74799764,-0.32130194,-0.32130194,1.6118655,-0.32130194,0.03494548,2.700008,-1.101436,-1.101436,2.3683436,-0.606274,2.4961839,0.03494548,1.9664768,0.9214946,-0.32130194,-1.101436,-0.32130194,-0.32130194,-0.12037779,-0.32130194,0.16158526,-1.101436,0.5813596,-1.101436,-1.101436,-1.101436,0.6968079,-1.101436,-1.101436,0.9588031,0.79564166
cell_1228,-0.667408,-1.1931834,0.55807835,-0.0024595072,-0.37046304,0.12777792,-0.16256897,0.23755656,-0.0024595072,-1.1931834,0.77716005,-0.16256897,0.4159913,-0.37046304,0.23755656,-1.1931834,-0.667408,1.8799436,-0.16256897,-1.1931834,2.1960604,-1.1931834,-0.37046304,1.3322026,-0.667408,0.67614895,0.33243984,2.2497926,0.9438027,-0.37046304,-1.1931834,-1.1931834,-0.667408,-0.37046304,2.8220286,0.33243984,-0.667408,0.12777792,0.12777792,-0.667408,-1.1931834,0.490631,-0.667408,-1.1931834,0.55807835,1.3322026
cell_1229,-0.5523434,-1.0557185,0.09274894,-0.5523434,0.6999596,0.5009859,-0.06309738,0.21968283,-1.0557185,-0.5523434,0.5009859,0.09274894,0.8064207,-1.0557185,0.7552515,-1.0557185,-0.5523434,1.9144402,-1.0557185,-1.0557185,2.994089,-1.0557185,-0.2650353,0.8064207,-0.5523434,2.4867394,-0.5523434,2.039747,0.85403967,-0.2650353,-0.5523434,-1.0557185,-1.0557185,-0.2650353,0.21968283,0.32677153,-0.5523434,0.09274894,0.41938952,-1.0557185,-0.5523434,-0.06309738,-0.5523434,-1.0557185,1.1487315,1.0860544
cell_1230,-1.2428999,-1.2428999,0.42445332,-0.61688966,-0.61688966,0.42445332,0.32911184,0.64972264,-0.29607266,-1.2428999,0.32911184,-0.07876244,0.64972264,0.08578125,0.86693925,-1.2428999,0.08578125,1.5790849,-1.2428999,0.08578125,2.4466126,-0.61688966,-0.07876244,1.6988709,-0.61688966,2.4040227,-0.29607266,1.4730394,1.2486324,-0.61688966,-1.2428999,0.42445332,-1.2428999,-0.29607266,0.21824163,0.32911184,-1.2428999,0.08578125,-0.29607266,-1.2428999,-0.29607266,0.64972264,-1.2428999,-1.2428999,0.91192764,0.99387485
cell_1231,-0.535295,-1.1097733,0.48843393,-0.535295,-1.1097733,-0.012288699,-0.535295,0.5722834,-0.22557938,-1.1097733,0.150572,0.2823477,0.5722834,-0.22557938,0.71457225,-0.535295,-0.012288699,1.619622,-0.535295,-0.012288699,3.0076356,-1.1097733,-1.1097733,1.6019768,-1.1097733,2.485577,0.39302388,1.6368291,0.8325633,-0.22557938,-1.1097733,-1.1097733,-0.22557938,-1.1097733,0.5722834,0.150572,-0.535295,-0.22557938,0.2823477,-1.1097733,-1.1097733,0.5722834,-0.22557938,-1.1097733,0.8847909,1.0993901
cell_1232,-0.7477868,-0.7477868,3.04348,0.6991682,-0.40548605,0.3572566,1.2065402,1.4271636,2.3645813,-1.1236908,-0.17478827,-0.50248134,-0.00054505724,-0.911371,0.417265,-1.1236908,-0.911371,-0.111881465,-0.911371,-0.40548605,0.47263497,-1.1236908,-0.3200667,0.77292824,0.2566221,0.65923107,-0.17478827,0.63839585,0.417265,-0.7477868,-1.1236908,0.5484114,-0.911371,0.92969096,-0.24375263,-0.111881465,-1.1236908,2.7211895,-0.50248134,-0.911371,-0.50248134,0.18071182,-0.911371,-0.911371,0.13951191,0.44548458
cell_1233,-1.4626826,-0.035261337,2.2078135,0.17681754,-0.8753203,0.87815213,-0.5574646,0.07862264,1.998431,-1.4626826,0.17681754,0.9437595,0.47294155,-0.17081918,0.7255082,-1.4626826,-0.17081918,0.26312724,-0.8753203,-0.8753203,0.4096149,-1.4626826,-0.8753203,1.7327654,-0.33828634,1.410211,0.5311066,0.91170895,0.8059011,-0.33828634,-1.4626826,0.34012088,-1.4626826,0.5848891,-0.5574646,0.26312724,0.07862264,1.8821061,-0.5574646,-0.8753203,-0.8753203,0.63490266,-1.4626826,-0.5574646,0.26312724,1.0038434
cell_1234,-0.39332008,-0.6571975,-0.39332008,0.07151852,-0.39332008,0.26777986,-1.0854993,0.17649892,-0.20208524,-1.0854993,0.17649892,-0.6571975,0.26777986,-0.39332008,0.34852776,-1.0854993,-0.6571975,2.1018279,-0.39332008,-0.39332008,3.0831044,-1.0854993,-1.0854993,2.1203175,-1.0854993,2.1616526,-0.6571975,1.792909,0.48653477,-0.052011997,-1.0854993,-0.20208524,-0.20208524,0.07151852,0.07151852,0.34852776,-1.0854993,-0.052011997,-0.052011997,-0.6571975,-0.052011997,1.204885,-0.6571975,-1.0854993,1.1087118,1.0267891
cell_1235,-1.1377108,-1.1377108,0.42948,-1.1377108,-0.19662349,0.1855784,-0.5169111,-0.19662349,0.020785727,-1.1377108,0.31832373,0.42948,0.683725,-0.19662349,0.42948,-0.5169111,-1.1377108,1.7906494,-1.1377108,-0.19662349,2.8138592,-1.1377108,0.020785727,1.6151221,-0.5169111,2.4620786,-0.5169111,1.5966895,0.9691227,0.020785727,-1.1377108,0.42948,-1.1377108,-1.1377108,0.75110424,0.5250968,-0.5169111,0.020785727,0.020785727,-1.1377108,-0.19662349,0.1855784,-0.5169111,-1.1377108,0.75110424,1.2672347
cell_1236,-0.17967686,-1.1021478,0.09368773,-0.02934367,-1.1021478,0.50364953,-0.6441517,0.19782633,-0.6441517,-1.1021478,0.7138139,0.09368773,-0.37298915,0.09368773,0.09368773,-1.1021478,-0.6441517,1.1610471,-0.37298915,1.2487619,2.6352417,-0.6441517,-0.02934367,0.2881092,-1.1021478,0.4391106,-0.02934367,1.060312,1.1372281,-0.37298915,-1.1021478,-0.17967686,-1.1021478,-0.6441517,2.6217296,0.6168222,-0.6441517,1.4742887,-0.37298915,-1.1021478,-1.1021478,2.2255528,-1.1021478,-1.1021478,0.66704655,0.5625885
cell_1237,-1.3946502,-1.3946502,1.282684,-0.34557185,-0.6920288,0.3180833,-1.3946502,0.06101037,0.3180833,0.20109934,2.5478337,0.06101037,0.5847964,-0.34557185,0.77831745,-1.3946502,0.06101037,0.7194735,-1.3946502,-0.34557185,0.77831745,-1.3946502,0.06101037,0.06101037,0.20109934,0.41851553,0.5847964,1.9187387,0.88314813,-0.34557185,-1.3946502,0.77831745,-0.113613665,0.06101037,-0.113613665,0.41851553,-1.3946502,2.1894958,-0.34557185,-0.6920288,-1.3946502,0.97449374,-0.6920288,-1.3946502,0.88314813,0.83266246
cell_1238,-0.56895036,-1.1017425,0.22351804,-0.56895036,-0.27182758,0.5089751,-0.27182758,0.22351804,0.5089751,-1.1017425,0.7662396,-1.1017425,0.42627946,-0.56895036,0.5828175,-1.1017425,-0.06476749,1.8281356,-1.1017425,-0.27182758,3.0412529,-1.1017425,-0.06476749,1.2748,-1.1017425,2.3575418,-0.27182758,1.5811644,0.95324165,0.094312616,-1.1017425,-0.27182758,-0.56895036,-1.1017425,0.094312616,0.33231488,-0.56895036,0.22351804,0.22351804,-1.1017425,-0.56895036,0.5828175,-1.1017425,-1.1017425,1.1634587,1.1325728
cell_1239,-0.55165404,-1.1021293,0.5988837,-0.044356037,-1.1021293,0.7249825,-1.1021293,0.11425722,-0.25169092,-1.1021293,0.5258047,-0.55165404,0.11425722,-1.1021293,0.9231858,-1.1021293,-0.25169092,1.7161742,-0.25169092,0.44390115,2.9008532,-1.1021293,-1.1021293,0.66485614,-0.25169092,2.3838258,-0.25169092,1.3308294,1.2561392,-0.044356037,0.3507453,-0.55165404,-0.55165404,-1.1021293,0.24274543,0.83129054,-0.55165404,0.44390115,-0.55165404,-1.1021293,-1.1021293,0.11425722,-0.55165404,-1.1021293,1.2561392,1.4972664
cell_1240,-0.32961977,-0.9650348,-0.0029742832,-0.14731953,-0.9650348,0.21849826,-0.9650348,-0.32961977,-0.9650348,-0.9650348,0.6848166,-0.32961977,-0.0029742832,-0.0029742832,0.52137774,-0.9650348,-0.5772422,0.52137774,-0.32961977,-0.32961977,2.7747917,-0.9650348,-0.5772422,0.21849826,-0.32961977,0.52137774,-0.14731953,2.2928836,0.6848166,-0.14731953,-0.5772422,-0.14731953,-0.32961977,-0.9650348,2.9163694,0.21849826,-0.9650348,0.52137774,-0.0029742832,-0.9650348,-0.9650348,2.6874113,-0.5772422,-0.5772422,0.6344816,0.9935295
