,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA.DR,IgD,IgG1.K.Isotype.Control,IgM,KLRG1,TCR.Va24.Ja18,TCR.Va7.2,TCR.a.b,TCR.g.d
cell_748,-0.42509484,-1.11414,-0.23567724,-0.6869981,0.13866419,0.22882915,0.034928534,0.38004068,0.22882915,-1.11414,0.44480407,-0.6869981,1.0326495,0.034928534,0.8862588,-1.11414,-0.23567724,1.7881297,-1.11414,-0.6869981,2.5246232,-0.6869981,-1.11414,1.1075786,-0.6869981,0.22882915,-0.23567724,2.602154,1.0057501,0.034928534,-1.11414,-0.23567724,-0.087199375,-1.11414,2.571611,0.034928534,-1.11414,-0.23567724,-0.087199375,-0.6869981,-0.23567724,0.22882915,-1.11414,-1.11414,0.6561548,1.0834947
cell_749,-1.0976156,-0.16111645,0.40943748,-0.63853997,-1.0976156,0.55176497,-0.16111645,3.2074637,-0.0050569563,-1.0976156,0.40943748,0.12304995,-0.16111645,-0.16111645,0.4841243,-0.36083224,-1.0976156,0.32606363,-0.63853997,0.12304995,0.55176497,-0.63853997,0.4841243,1.6465242,-1.0976156,0.72320217,-0.63853997,1.8834664,0.9022188,1.1366462,-1.0976156,-1.0976156,-1.0976156,-0.36083224,-0.63853997,-0.0050569563,-1.0976156,0.12304995,-0.0050569563,-0.36083224,-0.16111645,2.747553,-1.0976156,-1.0976156,0.6135748,0.72320217
cell_750,-0.3632009,-1.2521521,0.31296107,0.8399563,-0.8162269,0.009421902,-1.2521521,-0.21515846,-0.8162269,0.2488131,2.051554,-0.3632009,0.47554094,1.6219769,0.7495672,-0.3632009,-0.5526832,0.17798108,-1.2521521,-0.5526832,0.64530206,-1.2521521,-1.2521521,1.673599,0.17798108,0.2488131,0.5657027,1.2956398,0.37157834,-0.5526832,-1.2521521,0.5221143,-1.2521521,-1.2521521,-0.21515846,-0.21515846,-0.5526832,2.4475024,1.5261487,-0.8162269,-0.21515846,0.31296107,-1.2521521,-0.8162269,0.5657027,1.8544251
cell_751,-0.65619177,-0.65619177,0.434681,-0.65619177,0.35136524,0.1469162,-1.2040471,0.5090492,-0.144313,-0.65619177,0.35136524,-1.2040471,-0.3540421,0.1469162,0.74570805,-1.2040471,-0.65619177,2.2249558,0.5762067,0.1469162,2.5504122,-1.2040471,-1.2040471,1.3859869,-0.65619177,2.488347,0.016483748,0.83933717,1.5453167,-0.3540421,-1.2040471,0.92181206,-1.2040471,-0.3540421,-0.144313,1.3859869,-0.3540421,0.1469162,-0.3540421,-0.65619177,-0.65619177,0.016483748,-1.2040471,-1.2040471,0.5762067,0.637429
cell_752,-0.26856035,-1.202588,0.11153899,0.03449254,-1.202588,-0.15194076,-0.82749176,0.30113927,-0.26856035,-1.202588,1.7020104,-0.40930954,-0.15194076,0.11153899,0.30113927,-1.202588,-0.15194076,0.6072056,-1.202588,-1.202588,0.6072056,-1.202588,0.18076073,2.6668453,1.6193165,0.44934502,-0.40930954,2.1841762,0.6072056,0.11153899,-1.202588,1.7757559,-0.052375723,0.6072056,0.44934502,0.81773263,-0.82749176,1.5433054,-0.58684963,-1.202588,-0.58684963,-0.052375723,-1.202588,-1.202588,0.44934502,0.7353161
cell_753,-0.6833658,-1.5107095,-0.17004073,1.251474,-1.5107095,-0.6833658,-0.6833658,-0.46984303,-0.819155,-0.11097772,2.0539112,-0.11097772,0.6781796,1.3954124,0.6585954,-0.3826348,-0.98597234,-0.304712,-0.819155,-0.98597234,-0.17004073,-1.5107095,-0.6833658,1.629553,0.27651677,-0.17004073,0.16864102,1.6605325,0.1288383,0.37052777,-1.2023315,-0.3826348,-0.6833658,-0.819155,0.9224134,-0.11097772,-1.2023315,1.8776973,1.6902553,-0.98597234,1.2602572,0.8023161,-0.46984303,0.04209182,-0.056323163,1.810839
cell_754,-0.6377554,-1.3002923,0.008457665,1.5781939,-1.3002923,-0.18414904,-0.30510068,-0.18414904,-0.6377554,0.15905264,2.3924916,-0.08118411,0.008457665,1.1579802,0.6649007,-0.08118411,-0.6377554,0.28272092,-1.3002923,-0.89278126,0.6649007,-1.3002923,0.008457665,1.8957837,0.9099251,-0.08118411,0.28272092,1.3994225,0.6314563,-0.45168138,-1.3002923,-0.08118411,-0.30510068,-0.89278126,-0.30510068,-0.08118411,-0.89278126,2.2038445,1.4538715,-1.3002923,-0.6377554,0.15905264,-1.3002923,-1.3002923,0.38764662,1.5235659
cell_755,-0.9255772,-1.4342136,0.3766527,-0.9255772,-0.0141481105,0.7820347,-0.42054158,0.7820347,-0.12601158,-1.4342136,0.6289958,-0.6298585,0.0827132,-0.12601158,0.6289958,-0.9255772,-0.9255772,1.5298461,0.24450904,-0.9255772,2.308304,-0.9255772,-0.12601158,0.7820347,-1.4342136,2.4346282,0.24450904,1.3337958,1.7130852,-0.25839123,-0.9255772,0.4883476,-0.42054158,0.3766527,-0.9255772,1.230215,-1.4342136,0.3135935,-0.0141481105,-0.9255772,0.0827132,0.3766527,-0.9255772,-1.4342136,0.5383307,1.2838576
cell_756,-1.2436547,-1.2436547,0.2571315,-0.2173213,-0.2173213,0.47189584,0.061637804,0.763523,-1.2436547,-0.70993996,0.67985827,0.33673733,0.67985827,0.16659415,0.8016886,-1.2436547,-0.418713,1.2249988,-1.2436547,0.63368195,2.364158,-1.2436547,-0.70993996,1.3328722,-1.2436547,1.9720515,0.5303416,1.7668309,1.2051731,-1.2436547,-1.2436547,0.16659415,-0.418713,-0.418713,0.2571315,0.67985827,-0.418713,0.061637804,-0.0632167,-0.70993996,-1.2436547,0.47189584,-1.2436547,-1.2436547,1.0959908,1.2442465
cell_757,-0.38096198,-1.0154499,-1.0154499,-1.0154499,-1.0154499,0.4306908,-0.38096198,0.53718585,-0.38096198,-0.06650194,0.14434896,0.4306908,0.78006846,-0.38096198,0.70876145,-1.0154499,-1.0154499,2.026039,-1.0154499,0.30319965,2.6457283,-1.0154499,-0.38096198,1.8043122,-1.0154499,2.2702165,-0.38096198,1.7902476,1.2427968,-0.38096198,-1.0154499,-0.06650194,0.14434896,-0.06650194,0.62863237,0.14434896,-1.0154499,0.30319965,-0.06650194,-1.0154499,-1.0154499,-0.06650194,-1.0154499,-1.0154499,1.0518636,0.8443047
cell_758,-0.3911977,-1.0900836,0.6725661,-1.0900836,-1.0900836,0.7560541,-0.05641364,-0.05641364,0.16588762,-1.0900836,0.4659699,-0.05641364,0.4659699,0.5771903,0.7560541,-1.0900836,-1.0900836,1.6321638,-0.05641364,0.16588762,2.7562866,-1.0900836,-0.3911977,1.516401,-1.0900836,2.50881,0.16588762,1.5882258,0.7560541,-0.05641364,-1.0900836,-0.3911977,-0.3911977,-1.0900836,-0.05641364,0.16588762,-0.3911977,-0.3911977,0.16588762,-1.0900836,-1.0900836,0.33257085,-1.0900836,-1.0900836,0.8971262,1.4359534
cell_759,-1.0039618,-1.0039618,0.3154826,1.6759235,-0.5445006,-0.16340727,-0.73733467,-0.16340727,-1.0039618,-0.16340727,1.8121659,-0.26901397,0.08232286,1.1457269,0.7467027,-1.4388081,0.719318,0.20852768,-1.4388081,0.009559674,0.45046914,-1.4388081,-1.0039618,1.9931453,0.1482544,0.009559674,0.40829012,1.3318697,0.52791727,-0.73733467,-1.4388081,0.20852768,-1.4388081,-0.5445006,-0.16340727,0.08232286,-0.73733467,1.7108381,1.0119886,-1.0039618,1.5760863,0.26403773,-0.73733467,-1.4388081,0.52791727,1.6466867
cell_760,-0.54574966,-1.0435616,-0.06579404,-0.06579404,-0.54574966,0.21070242,-1.0435616,0.08664806,-0.54574966,-1.0435616,0.48536327,0.08664806,0.67947716,0.21070242,0.48536327,-1.0435616,-1.0435616,1.3791779,-0.54574966,-0.06579404,2.6441114,-1.0435616,-0.26359427,1.8335866,-1.0435616,2.2668018,-0.06579404,2.5380313,0.783297,-0.06579404,-1.0435616,-0.54574966,-0.54574966,-0.54574966,0.21070242,0.3153001,-1.0435616,0.21070242,-0.54574966,-1.0435616,-0.26359427,1.1169726,-1.0435616,-1.0435616,0.9523271,1.2489761
cell_761,-0.5751075,-1.2038108,0.13585001,-1.2038108,-1.2038108,0.6398769,-0.5751075,0.8270708,0.27016878,-1.2038108,0.8270708,0.13585001,0.27016878,0.27016878,0.7701103,0.27016878,-0.5751075,2.018254,-0.25092158,-0.25092158,2.7948656,-1.2038108,-0.25092158,1.1662154,-0.5751075,2.2282026,-0.25092158,1.6003268,1.0171793,-0.25092158,-1.2038108,-0.5751075,-1.2038108,-0.5751075,-0.5751075,0.13585001,-0.25092158,0.27016878,-0.030904585,-1.2038108,-0.5751075,0.13585001,-1.2038108,-1.2038108,1.1318517,1.2601346
cell_762,-1.1446233,-0.43612227,1.995127,-0.69866204,-0.43612227,0.27831164,-0.69866204,2.0737712,0.79894227,-0.69866204,0.20158254,-0.2493797,0.11462291,0.014278436,0.73021275,-1.1446233,-1.1446233,0.46580353,-0.69866204,-0.2493797,0.79894227,-1.1446233,0.014278436,1.9792655,-0.43612227,0.46580353,-0.2493797,1.893607,0.73021275,1.6702554,-1.1446233,-1.1446233,-1.1446233,-1.1446233,0.51798797,0.014278436,-0.69866204,0.40908414,0.34696585,-1.1446233,-1.1446233,2.0307043,-1.1446233,-0.43612227,0.014278436,1.0184792
cell_763,-1.2099,0.025672281,2.6905282,0.1757595,-0.4264114,0.68453383,1.0792735,-0.4264114,2.13245,-1.2099,0.1757595,-0.28369597,-0.60526884,-0.4264114,0.24036115,-1.2099,-0.60526884,-0.16494307,-1.2099,-0.8450155,0.2995667,-1.2099,0.025672281,1.4640259,-0.28369597,0.74765813,-0.06325093,1.0792735,0.93267286,-0.16494307,-0.8450155,-0.4264114,-0.4264114,0.85920197,-0.28369597,1.3574138,-0.8450155,2.7021399,-1.2099,-1.2099,-0.60526884,0.1757595,-0.8450155,-0.8450155,0.3542085,0.68453383
cell_764,-1.158902,-1.158902,-0.034653112,-0.1921953,0.38152924,-0.1921953,-0.6789433,-0.1921953,-0.034653112,-1.158902,-0.1921953,-0.6789433,0.20341046,0.29802275,0.09427807,-0.1921953,-1.158902,1.3666502,-0.39477757,-0.39477757,2.605068,-0.6789433,-0.1921953,0.52389896,-0.39477757,0.5856643,0.29802275,1.9525871,0.98327655,-0.1921953,-1.158902,-0.39477757,-0.1921953,-0.6789433,2.878625,0.9121276,-0.39477757,-0.1921953,-0.6789433,-1.158902,-1.158902,2.2915773,-1.158902,-0.6789433,0.6951314,1.0479598
cell_765,-1.3603997,-1.3603997,0.7488878,-0.75533384,0.4174277,0.4174277,0.22736193,0.63356596,0.11004537,-0.75533384,0.4174277,-0.20211309,0.7488878,0.22736193,0.4174277,-1.3603997,-0.4278976,1.4298133,-1.3603997,-0.20211309,2.8651438,-1.3603997,0.11004537,1.1185749,-0.75533384,2.5960233,0.22736193,1.2645226,0.5683306,-0.4278976,-1.3603997,-1.3603997,-0.75533384,-0.4278976,0.22736193,0.4174277,-0.75533384,0.4174277,-0.20211309,-1.3603997,-0.75533384,0.5683306,-0.20211309,-0.75533384,0.9363181,1.1501731
cell_766,-0.27355513,-1.1683956,0.44083035,-1.1683956,-0.059743498,-0.059743498,-1.1683956,0.34555736,-0.27355513,-1.1683956,0.23498526,-0.58504033,0.10324266,0.10324266,0.10324266,-0.58504033,-1.1683956,1.7370279,-0.27355513,0.10324266,2.6611562,-0.58504033,-0.059743498,0.66650105,-0.58504033,2.578012,0.34555736,1.2690154,1.789361,-1.1683956,-1.1683956,0.78418356,-1.1683956,-0.58504033,-0.059743498,1.4348879,-0.58504033,0.10324266,-0.27355513,-0.58504033,-0.58504033,0.66650105,-1.1683956,-1.1683956,0.8362631,1.3914219
cell_767,-0.6703082,-1.1228588,0.8381881,-0.20185205,0.27500015,0.4956892,-0.6703082,0.27500015,-0.20185205,-1.1228588,0.42956173,-0.20185205,0.07638868,0.07638868,0.4956892,-1.1228588,-0.6703082,2.1461034,-0.39763033,-0.0490072,2.4515436,-1.1228588,-0.20185205,0.91160315,-1.1228588,0.27500015,0.07638868,2.535298,0.5561094,-1.1228588,-1.1228588,-0.39763033,-1.1228588,-0.20185205,2.7694333,0.5561094,-0.39763033,-0.39763033,-0.0490072,-0.6703082,-0.6703082,0.42956173,-1.1228588,-1.1228588,0.6632565,0.9456135
cell_768,-0.39849284,0.47076482,2.1516485,0.16148856,-1.5394495,1.5442206,0.8976557,0.16148856,1.0963365,-1.5394495,0.7994857,0.6209076,-0.76106465,0.38183647,0.5497937,0.018939802,-1.5394495,0.38183647,-1.5394495,-0.76106465,0.38183647,-0.39849284,-0.76106465,1.2514384,0.7994857,1.060797,0.16148856,1.060797,0.94208366,-0.76106465,-1.5394495,0.018939802,-0.76106465,0.7447981,-0.39849284,0.6209076,-0.76106465,1.6629437,-0.76106465,-1.5394495,-1.5394495,-0.15956077,-0.39849284,-1.5394495,0.47076482,0.9838971
cell_769,-0.6217416,-0.6217416,-0.6217416,0.18676436,-1.2062199,0.47069758,-0.31354275,0.823353,-0.1028644,-1.2062199,0.8676268,0.05739381,0.60976905,-0.6217416,0.6698388,-1.2062199,-0.6217416,1.7998451,0.29525113,-0.31354275,2.3905587,-1.2062199,-1.2062199,1.8414989,-0.31354275,2.1827562,0.05739381,1.8807269,0.90916985,0.05739381,-1.2062199,-0.31354275,-1.2062199,-0.6217416,-1.2062199,0.38866884,-0.6217416,-0.1028644,-0.1028644,-0.31354275,-0.1028644,0.6698388,-1.2062199,-1.2062199,0.985281,1.2497357
cell_770,-0.07416582,-1.1250131,0.41569376,-0.28162566,-0.28162566,0.32212746,-1.1250131,0.7537633,0.084801346,-1.1250131,0.69821805,-0.28162566,0.21370493,-0.28162566,0.41569376,-1.1250131,-1.1250131,2.0700269,-1.1250131,-0.28162566,2.6723218,-1.1250131,0.32212746,1.9873291,-1.1250131,2.5291505,-0.28162566,1.3755774,0.8975791,-0.07416582,-1.1250131,-1.1250131,-0.07416582,-0.5808302,0.32212746,0.084801346,-0.28162566,-0.28162566,-0.07416582,-0.28162566,-0.5808302,0.49798885,-1.1250131,-1.1250131,0.5714384,1.2586447
cell_771,-0.5387058,-0.20885663,2.4658215,-0.78991944,-1.1865857,0.2539171,-0.78991944,2.5534425,1.1504939,-0.5387058,0.01411577,0.01411577,0.103535265,0.01411577,0.18277475,-1.1865857,-0.20885663,0.31846476,-1.1865857,-0.20885663,0.37753725,-1.1865857,-0.5387058,1.9185258,-0.5387058,0.65433246,-0.20885663,2.1122954,0.52958816,1.3159977,-1.1865857,-0.78991944,-0.78991944,-0.5387058,0.103535265,0.37753725,-0.5387058,0.103535265,-0.088490345,-1.1865857,-0.78991944,1.9664797,-1.1865857,-0.78991944,-0.088490345,0.7601008
cell_772,-0.011549796,-0.9219777,0.06969903,0.9388047,-0.6674462,0.2089375,-0.6674462,0.32552233,-0.3312802,-0.10317261,2.1334577,-0.6674462,-0.6674462,1.8231093,0.3774114,-0.9219777,-0.10317261,0.59216213,-1.3197442,-0.47987863,0.1426861,-0.6674462,-0.9219777,1.9229242,-0.3312802,0.55404294,0.4711415,1.1716388,0.55404294,-0.3312802,-1.3197442,-0.6674462,-0.9219777,-0.9219777,-0.20821133,-0.20821133,-0.9219777,2.5229611,1.0250751,-1.3197442,0.66282195,-0.3312802,-1.3197442,-0.9219777,0.3774114,2.3029716
cell_773,-0.36940616,-1.3473011,0.16341367,-0.14434978,-0.7013666,0.37717766,-0.7013666,0.27833757,-0.14434978,-0.36940616,0.46388817,-0.36940616,-0.7013666,0.16341367,0.83601415,-1.3473011,-0.7013666,1.7668266,-0.7013666,0.9264445,1.8856866,-1.3473011,0.026134424,0.9264445,-0.36940616,2.63575,-0.36940616,1.5032903,1.8520769,0.16341367,-1.3473011,0.6741376,-0.36940616,-1.3473011,-0.36940616,0.5411233,-0.7013666,0.83601415,0.026134424,-1.3473011,-0.7013666,0.61075145,-1.3473011,-1.3473011,0.6741376,1.2319084
cell_774,-0.52724963,-1.0882527,-0.1159833,-0.36038095,0.370318,0.26358858,-1.0882527,0.13644418,-1.0882527,-1.0882527,0.06244177,-0.75038224,0.20304401,-0.36038095,0.13644418,-1.0882527,-0.22704054,1.3469458,-0.1159833,-0.52724963,2.6254256,-1.0882527,-0.1159833,1.380265,-0.75038224,1.9016606,-0.22704054,1.8339282,0.58009744,1.1019648,-1.0882527,-1.0882527,-0.75038224,-0.75038224,1.7398413,-0.1159833,-0.1159833,-0.36038095,-0.1159833,-1.0882527,-0.75038224,2.3421462,-1.0882527,0.4178895,0.71045035,0.7671651
cell_775,-0.597729,-1.2346232,0.7421703,-0.597729,0.45366475,0.6806061,-1.2346232,0.35758445,-1.2346232,-1.2346232,0.6806061,-0.05375186,0.45366475,-0.597729,0.61296934,-1.2346232,-0.27319196,1.3351468,-1.2346232,-0.27319196,2.1573997,-0.597729,-0.27319196,1.283632,-0.05375186,0.85085654,-0.597729,1.528489,1.6162382,-0.05375186,-1.2346232,-1.2346232,-1.2346232,-0.597729,2.7086313,0.35758445,-0.05375186,0.35758445,0.11225753,-0.597729,-0.597729,0.24582647,-1.2346232,-0.597729,1.0271672,1.1982921
cell_776,-0.49612188,-1.1000478,0.5731159,-1.1000478,0.29851785,0.70718837,-1.1000478,0.40359876,0.29851785,-1.1000478,0.7650315,0.40359876,0.17288852,-0.49612188,0.7650315,-0.49612188,-1.1000478,1.7490351,-1.1000478,-0.18999025,2.516713,-0.49612188,-1.1000478,1.1339018,-1.1000478,2.1009963,-0.18999025,1.7369139,1.1339018,-1.1000478,-1.1000478,-0.49612188,-1.1000478,-0.18999025,0.29851785,0.29851785,-0.18999025,0.49391764,-0.18999025,-1.1000478,-0.49612188,1.1019175,-1.1000478,-1.1000478,1.1019175,1.2736101
cell_777,-0.81600964,-1.5157347,0.42562693,0.81076217,-0.23689175,0.13984427,-1.0834491,0.5346483,-0.81600964,-0.34370086,1.9617867,0.13984427,0.2969269,1.4298444,0.5675819,-1.5157347,-0.6218486,0.46384543,-1.5157347,-0.34370086,0.5990645,-1.0834491,-0.6218486,1.6227945,0.07874374,0.5675819,0.19612972,1.67249,1.0265654,0.07874374,-1.5157347,0.38524848,-0.46932685,-0.81600964,-0.06178788,0.13984427,-1.5157347,1.7442074,1.6655988,-1.5157347,0.46384543,0.011926768,-0.6218486,-1.5157347,0.19612972,1.3263973
cell_778,-0.20920454,-1.4629525,0.046573576,0.62299615,0.046573576,-0.20920454,-0.37950712,0.046573576,-0.6001259,0.45453754,1.3984327,-0.9138773,-0.37950712,0.62299615,0.57093245,-0.6001259,-0.37950712,0.45453754,-0.37950712,-0.6001259,0.76049984,-1.4629525,-0.9138773,2.1555738,-1.4629525,0.046573576,0.38879076,1.361733,0.45453754,-0.9138773,-1.4629525,1.380307,-1.4629525,-0.9138773,-0.070476644,-0.37950712,-0.070476644,2.8708117,0.38879076,-0.9138773,1.361733,0.5149881,-0.20920454,-1.4629525,0.23701191,1.6280739
cell_779,-0.97246426,0.6424135,1.9856111,-0.45199123,-0.45199123,1.6176747,0.68136054,-0.665893,1.2164137,-1.5203743,-0.04140283,0.5575143,0.28682694,-0.665893,0.46116278,-0.97246426,-0.45199123,0.40763736,-1.5203743,-0.97246426,0.6424135,-0.97246426,-1.5203743,1.9543376,0.7182959,1.2341319,-0.45199123,1.1982453,0.98551404,0.055810522,-1.5203743,0.14137787,-1.5203743,0.81887394,0.2177934,0.6012231,0.055810522,1.376483,-0.665893,-0.97246426,-0.665893,0.055810522,-0.665893,-1.5203743,-0.15393955,1.4046072
cell_780,-0.8342835,-0.04745456,2.2324665,0.35200512,-1.2428613,1.2556416,0.44484654,-0.4038873,1.9271957,-0.8342835,0.038349755,0.6318896,-0.5844086,-0.04745456,-0.04745456,-0.8342835,-1.2428613,0.40006667,-1.2428613,-0.4038873,1.0152564,-1.2428613,-0.8342835,1.4953274,0.6939569,1.5695353,0.35200512,0.9383357,0.802844,-0.8342835,-1.2428613,-0.5844086,-1.2428613,0.6636569,-0.04745456,0.8511843,-1.2428613,1.621957,-0.4038873,-1.2428613,-1.2428613,0.35200512,-0.26246887,-1.2428613,0.5261643,1.2681017
cell_781,-0.49912235,-0.98749274,0.36808926,-0.21702309,-0.017844765,-0.49912235,-0.98749274,-0.017844765,-0.21702309,-0.49912235,0.5409561,-0.21702309,0.26193762,-0.017844765,0.26193762,-0.98749274,-0.98749274,1.9947404,-0.017844765,-0.017844765,2.7220988,-0.49912235,-0.98749274,1.1849554,-0.98749274,0.26193762,0.26193762,2.5826242,0.45996606,0.26193762,-0.98749274,-0.49912235,-0.98749274,-0.49912235,2.7995627,-0.49912235,-0.98749274,-0.017844765,-0.21702309,-0.98749274,-0.98749274,0.67884696,-0.98749274,-0.49912235,1.053947,1.122581
cell_782,-1.2330186,-1.2330186,0.056829326,1.3562582,-0.77968764,-0.16909403,-1.2330186,-0.16909403,-0.5105801,-0.04675174,2.2119117,-0.04675174,-0.31853065,1.5818409,0.29689473,0.1466455,-1.2330186,0.36112195,-1.2330186,-0.5105801,0.29689473,-1.2330186,-0.77968764,1.5293727,1.3274746,0.1466455,-0.04675174,1.5818409,0.57030255,-0.16909403,-1.2330186,0.4737592,-0.77968764,-0.77968764,-0.5105801,0.056829326,-0.5105801,2.398617,1.4605218,-1.2330186,0.1466455,0.36112195,-1.2330186,-0.77968764,0.1466455,1.4958221
cell_783,-1.3252459,-1.3252459,-0.063883334,-0.4554632,-0.063883334,0.38223276,-0.23436207,0.074888766,0.074888766,-0.7705815,0.38223276,0.19191901,-0.23436207,0.19191901,0.6598688,-0.7705815,-0.063883334,1.6097738,-0.4554632,-0.063883334,2.904982,-1.3252459,-0.4554632,0.6598688,-0.7705815,2.8541298,-0.063883334,1.0893142,1.4046838,-0.23436207,-1.3252459,0.81630903,-1.3252459,-0.7705815,-0.063883334,1.5234365,-0.7705815,0.29310617,-0.4554632,-1.3252459,-0.4554632,0.19191901,-0.4554632,-1.3252459,0.46187007,1.1814502
cell_784,-0.0026406075,-1.3057997,1.2604384,-1.3057997,-0.0026406075,-0.0026406075,-0.17374387,0.44201365,0.13609017,-1.3057997,0.13609017,0.71722925,0.13609017,-0.17374387,0.71722925,-1.3057997,-0.39707804,0.35345832,-1.3057997,0.25277057,0.871968,-1.3057997,-0.17374387,2.0055494,-1.3057997,0.8239148,-0.17374387,2.1249225,1.2324744,3.1313212,-1.3057997,0.13609017,-0.39707804,-0.39707804,-0.17374387,0.52104837,-1.3057997,0.25277057,-0.17374387,-0.7192772,-0.39707804,0.44201365,-0.7192772,-1.3057997,0.44201365,0.9997558
cell_785,-0.1440529,-0.65628433,-0.1440529,0.15038148,-0.35493633,0.2616856,-0.65628433,0.7593363,-0.65628433,-1.190496,0.15038148,-0.1440529,0.35788053,-0.65628433,0.898148,-0.65628433,-1.190496,1.7084526,-0.65628433,0.2616856,2.8276055,-1.190496,-1.190496,1.1442815,-0.35493633,2.7422185,0.15038148,1.5760415,1.113928,-0.35493633,-1.190496,-1.190496,-0.65628433,-0.1440529,0.15038148,0.15038148,-1.190496,0.2616856,-0.1440529,-0.65628433,-1.190496,0.808685,-0.65628433,-0.65628433,1.0490263,1.3493131
cell_786,-1.2991527,-1.2991527,0.45121884,-1.2991527,0.17946021,0.0620436,-0.46554148,0.37093222,-1.2991527,-0.24666542,0.0620436,-0.07679736,-0.46554148,-0.24666542,0.5238531,-1.2991527,-0.24666542,1.0167558,0.37093222,-0.46554148,3.1858585,-1.2991527,-0.46554148,0.28118894,-0.46554148,2.9147348,0.17946021,1.3841362,1.4486127,-0.46554148,-0.46554148,0.6511747,-0.46554148,-0.46554148,0.37093222,0.45121884,-0.24666542,0.45121884,-0.7737125,-0.24666542,-1.2991527,0.70766145,-0.46554148,-1.2991527,0.70766145,1.3613731
cell_787,-0.92368877,-1.4763038,0.5110775,0.39983577,-1.4763038,0.92809355,-0.6160281,-0.10354522,-0.92368877,-0.92368877,1.4389501,-0.2371836,0.5110775,1.0588855,0.83630806,-0.2371836,-0.2371836,0.69206387,-1.4763038,-0.6160281,0.7678244,-1.4763038,-1.4763038,0.69206387,0.83630806,0.5110775,0.19164239,2.2381098,0.45762223,-0.40175393,-1.4763038,0.10613554,-0.92368877,-0.6160281,0.5608059,0.2679908,-0.6160281,1.6551789,0.19164239,-0.92368877,1.4247788,0.6072934,-0.6160281,-1.4763038,0.2679908,2.0968025
cell_788,-1.3018575,-1.3018575,0.10312077,-0.7468277,-0.7468277,0.10312077,-0.20809317,0.4928617,-0.036565352,-1.3018575,-0.036565352,-0.43040118,0.3228618,0.3228618,0.63153416,-0.20809317,-0.43040118,1.6498883,-0.43040118,0.10312077,3.0818882,-1.3018575,-0.43040118,0.74864835,-0.20809317,2.8596368,-0.20809317,0.93936867,1.2466474,-0.43040118,-0.43040118,0.89601225,-0.43040118,-0.43040118,-0.7468277,1.0915017,-0.7468277,-0.036565352,-0.7468277,-0.7468277,-1.3018575,0.63153416,-0.7468277,-1.3018575,0.80103064,1.3985784
cell_789,-0.5097306,-1.3834428,-0.0057024537,1.4497149,-0.29818076,0.48481256,-1.3834428,-0.0057024537,-0.0057024537,0.5409532,2.1796079,-0.5097306,0.3566147,1.2107549,0.8419332,-1.3834428,-1.3834428,0.5409532,-0.5097306,-0.81652343,0.2823008,-1.3834428,-0.81652343,1.269392,0.8759199,0.10421782,0.3566147,1.4779752,0.6862488,-0.29818076,-1.3834428,-0.0057024537,-0.81652343,-0.81652343,-0.13654225,-0.0057024537,-0.5097306,2.059709,0.76847756,-1.3834428,1.1238999,0.3566147,-1.3834428,-1.3834428,-0.0057024537,1.5564055
cell_790,-1.2347664,-1.2347664,0.43546617,-0.3001657,0.22393416,0.43546617,-0.6229468,-0.079482004,-0.3001657,-1.2347664,0.5214093,0.08840118,0.22393416,0.22393416,0.33759275,-0.6229468,-0.6229468,1.4966154,-0.3001657,0.22393416,2.0922158,-1.2347664,-0.3001657,0.22393416,-1.2347664,0.22393416,0.08840118,1.5166602,1.5735908,0.22393416,-1.2347664,-0.6229468,-1.2347664,-0.6229468,2.8636353,-0.079482004,-1.2347664,-0.3001657,-0.079482004,-0.6229468,-0.3001657,2.018532,-0.6229468,-1.2347664,0.9808236,1.4966154
cell_791,-0.9301305,-1.2714168,0.22915596,0.55285597,-0.5299264,-0.014631033,-1.2714168,-0.17819354,-0.70178044,-0.5299264,1.5784847,-0.3920855,0.94061434,0.81901115,0.55285597,-0.5299264,-0.9301305,0.11783303,-0.5299264,-0.70178044,0.36864173,-0.70178044,-0.9301305,1.4563359,0.11783303,-0.17819354,0.17570749,2.5649133,0.32516626,-0.27699304,-1.2714168,-0.27699304,-1.2714168,-0.70178044,0.11783303,-0.17819354,0.27880755,1.4910508,1.6888459,-1.2714168,2.3104749,0.27880755,-1.2714168,-1.2714168,0.36864173,1.7785501
cell_792,-0.41868865,-1.228144,0.18716861,-0.71281797,1.9491388,0.67820543,0.07753748,0.18716861,-0.052410033,-0.71281797,-0.052410033,-0.2119564,0.6258214,-0.2119564,0.6258214,-1.228144,-0.71281797,1.8516327,-0.71281797,-0.2119564,2.5403242,-1.228144,-1.228144,1.6922224,-0.41868865,2.5852594,-0.2119564,1.4186043,0.81535095,-0.2119564,-1.228144,-0.71281797,-1.228144,-0.052410033,0.07753748,0.36551917,-0.41868865,-0.2119564,0.07753748,-0.71281797,-0.71281797,0.28198552,-1.228144,-1.228144,0.5692168,0.89386195
